RECORD CONTROL NUMBER,LICENSEE NAME,ABC LICENSE #,PHYSICAL ADDRESS,CITY,STATE,ZIP,CHARGES,NUMBER OF CHARGES,REPEAT ABC OFFENSE?,REGION,DISPOSITION METHOD,VIOLATION DATE,CONTINUANCE?,DATE AVAILABLE TO H & A,DATE HEARD,DECISION DATE,DISPOSITION DATE,SUSPENSION (DAYS),CIVIL PENALTY ($),MANDATORY SUSP. W/ CIVIL PENALTY (DAYS),PROBATION (MONTHS),REVOKED (Y/N),DISMISSED (Y/N),OTHER,,
489,HOUSE OF THE BLUE IGUANA,61240,619 HIGH ST,PORTSMOUTH,VA,23704,"LICENSEE FAILED TO REPORT CHANGES IN OFFICERS, DIRECTORS, SHAREHOLDERS OWNING 10% OR MORE OF CAPITAL STOCK",1,N,CHESAPEAKE,INITIAL HEARING,9/21/2011,Y,10/18/2011,1/9/2012,1/31/2012,3/9/2012,7, $ 500.00 ,,,,,,,
513,PIZZA HUT #4530,55064,800 LONDON BOULEVARD,PORTSMOUTH,VA,23704,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,3/6/2012,N,3/9/2012,,,3/27/2012,25,,,,,,,,
565,QUICK SAVE FOOD MART,68951,2410A DEEP CREEK BLVD,PORTSMOUTH,VA,23704,SO LOCATED WITH RESPECT TO BRIGHTON/PRENTIS PARK OPERATION ADVERSELY AFFECT REAL PROPERTY VALUES; SO LOCATED WITH RESPECT TO EMMANUEL TRUE HOLINESS CHURCH OPERATION ADVERSELY AFFECT ORDERLY CONDUCT,2,N,CHESAPEAKE,INITIAL HEARING,1/5/2012,N,1/11/2012,2/1/2012,3/27/2012,5/1/2012,,,,,,,APPLICATION - GRANTED,,
22,SUNNYS PUB & GRILL,17191,722 MT. VERNON AVENUE,PORTSMOUTH,VA,23707,"LICENSEE PURCHASED WINE OR BEER FOR RESALE FROM A PERSON OTHER THAN A MANUFACUTRER, BOTTLER OR WHOLESALER",1,N,CHESAPEAKE,CONSENT SETTLEMENT,6/24/2011,N,7/6/2011,,,7/19/2011,, $ 500.00 ,,,,,,,
402,ADAMS STREET SUPERMARKET,44116,620 S. ADAMS STREET,PETERSBURG,VA,23803,UAB,1,N,RICHMOND,OFFER IN COMPROMISE,11/5/2011,N,11/29/2011,,,1/11/2012,," $ 1,500.00 ",,,,,,,
166,RAIN SUPPER CLUB,55678,49 WALNUT BOULEVARD,PETERSBURG,VA,23805,LICENSEE CANNOT DEMONSTRATE FINANCIAL RESPONSIBILITY SUFFICIENT TO MEET REQUIREMENTS OF BUSINESS CONDUCTED; ESTABLISHMENT CEASES TO QUALIFY AS A RESTAURANT,2,Y,RICHMOND,APPEAL HEARING,2/5/2010,Y,2/9/2011,4/14/2011,5/27/2011,10/24/2011,,,,,Y,,ESTABLISHMENT CLOSED,,
147,BLACKSTONE SAVE U TIME,62014,405 N MAIN STREET,BLACKSTONE,VA,23824,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,8/16/2011,N,8/31/2011,,,10/11/2011,," $ 2,000.00 ",,,,,,,
205,ROADRUNNER QUIK STOP,58425,13900 JEFFERSONDAVIS HIGHWAY,CHESTER,VA,23831,UAB,1,Y,RICHMOND,APPEAL HEARING,12/21/2010,Y,2/9/2011,6/16/2011,6/30/2011,11/4/2011,15," $ 5,000.00 ",15,,,,,,
471,IN & OUT CONVENIENT STORE,57600,11936C CENTRE ST,CHESTER,VA,23831,UAB,1,N,RICHMOND,INITIAL HEARING,7/6/2011,N,11/4/2011,12/14/2011,1/25/2012,2/28/2012,,,,,,Y,,,
120,MURPHYS LAW BILLIARDS & SPORTS PUB,73483,6411 CHESTERFIELD MEADOWS DRIVE,CHESTERFIELD,VA,23832,LICENSEE ISSUED A CHECK WHICH WAS DISHONORED UPON PRESENTATION TO THE BANK,1,N,RICHMOND,CONSENT SETTLEMENT,7/7/2011,N,9/1/2011,,,9/23/2011,, $ 250.00 ,,,,,,,
560,OLIVE GARDEN RESTAURANT #1732,51437,600 SOUTHPARK BOULEVARD,COLONIAL HEIGHTS,VA,23834,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,3/12/2012,N,4/4/2012,,,4/30/2012,," $ 2,000.00 ",,,,,,,
55,7 ELEVEN STORE 2511 16833H,283,100 E. HUNDRED ROAD,CHESTER,VA,23836,UAB,1,Y,RICHMOND,OFFER IN COMPROMISE,4/18/2011,N,5/10/2011,6/15/2011,6/30/2011,7/29/2011,," $ 5,000.00 ",,,,,,,
428,STEEL HORSE,56749,1920 W. HUNDRED ROAD,CHESTER,VA,23836,"ROBERT ALLEN BURNHAM, WAS CONVICTED OF A FELONY OR OF ANY CRIME INVOLVING MORAL TURPITUDE",1,N,RICHMOND,INITIAL HEARING,3/24/2011,N,10/3/2011,10/31/2011,12/20/2011,1/26/2012,,,,12,,,,,
366,7-ELEVEN STORE 26645-A,68758,27414 SOUTHAMPTON PARKWAY,COURTLAND,VA,23837,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,10/25/2011,N,11/9/2011,,,1/3/2012,," $ 2,000.00 ",,,,,,,
453,7 ELEVEN STORE 26645-A,68758,27414 SOUTHAMPTON PARKWAY,COURTLAND,VA,23837,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,10/25/2011,N,11/9/2011,,,2/10/2012,," $ 2,000.00 ",,,,,,,
121,LAKE CHESDIN GOLF CLUB,12476,21801 LAKE CHESDIN PARKWAY,CHESTERFIELD,VA,23838,"LICENSEE FAILED TO TIMELY SUBMIT ANNUAL REVIEW REPORT FOR YEAR ENDING APRIL 30, 2011",1,N,RICHMOND,CONSENT SETTLEMENT,7/28/2011,N,9/6/2011,,,9/28/2011,, $ 500.00 ,,,,,,,
201,DINWIDDIE CORNER MARKET,34926,11820 BOYDTON PLANK ROAD,DINWIDDIE,VA,23841,UAB  X 2,2,Y,RICHMOND,APPEAL HEARING,12/2/2010,Y,11/8/2010,2/9/2011,2/23/2011,11/4/2011,30,"$2,500 ",15,,,,,,
63,FAS PIC MART,61466,511-C E ATLANTIC STREET,EMPORIA,VA,23847,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,6/2/2011,N,6/30/2011,,,8/1/2011,," $ 2,000.00 ",,,,,,,
277,THE GREY FOX RESTAURANT,60538,401 N MAIN ST,FRANKLIN,VA,23851,"FAIL TO TIMELY SUBMIT THE ANNUAL REVIEW REPORT FOR YEAR ENDING  MAY 31, 2011",1,N,HAMPTON,INITIAL HEARING,9/1/2011,N,9/13/2011,10/12/2011,11/1/2011,12/6/2011,,,,,Y,,,,
302,DUCK THRU FOOD STORE #5,38867,30001 SMITHS FERRY ROAD,FRANKLIN,VA,23851,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,10/25/2011,N,11/16/2011,,,12/15/2011,," $ 2,000.00 ",,,,,,,
458,SOUTHERN FOOD STORE 4,43006,700 SOUTH STREET,FRANKLIN,VA,23851,UAB,1,N,HAMPTON,OFFER IN COMPROMISE,10/25/2011,N,11/9/2011,1/4/2012,1/11/2012,2/15/2012,25," $ 2,000.00 ",,,,,,,
158,SILVER STAR CAFÉ,41339,2701 OAKLAWN BLVD,HOPEWELL,VA,23860,"LICENSEE DEFRAUDED OR ATTEMPTED TO DEFRAUD THE BOARD & DEPT OF TAXATION BY MAKING OR FILING DOCUMENT REQUIRED WHICH IS FRAUDULENT OR CONTAINS FALSE MISREPRESENTATION; LICENSEE CANNOT DEMONSTRATE FINANCIAL RESPONSIBILITY; FAILED TOSUBMIT TO THE BOARD A COMPLETE AND ACCURATE ANNUAL REVIEW REPORT FOR THE YEAR ENDING MARCH 31, 2010",3,N,RICHMOND,INITIAL HEARING,12/31/2009,Y,5/4/2011,7/14/2011,9/7/2011,10/13/2011,,,,,,YX3,ALL CHARGES DISMISSED,,
291,KANG MART,50178,5003 OAKLAWN BOULEVARD,HOPEWELL,VA,23860,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,9/16/2011,N,11/8/2011,,,12/12/2011,," $ 2,000.00 ",,,,,,,
531,LAWRENCEVILLE SLIP-IN,13144,16234 CHRISTIANNA HWY,LAWRENCEVILLE,VA,23868,"LICENSEE PERMITTED SHIRIN HOLMES TO BE IN CHARGE OF THE BUSINESS AND FAILED TO KEEP HER NAME POSTED; FAIL TO HAVE DESIGNATED MANAGER PRESENT; LICENSEE IS NOT LEGITIMATE OWNER; FAIL TO KEEP COMPLETE, ACCURATE AND SEPARATE RECORDS;ILLEGALLY POSSESSED, DISTRIBUTES, SOLD OR USED CONTROLLED SUBSTANCES OR IMITAION CONTROLLED SUBSTANCES UPON LICENSED PREMISES",5,N,LYNCHBURG,INITIAL HEARING,7/27/2011,Y,9/29/2011,1/10/2012,2/16/2012,4/10/2012,30," $ 2,500.00 ",15,,,,,,
202,LA HACIENDA,54267,601 COLONIAL TRL E.,SURRY,VA,23883,FAILED TO OBLITERATE THE MIXED BEVERAGE STAMPS IMMEDIATELY WHEN CONTAINERS WERE OF ALCOHOLIC BEVERAGES WERE EMPTIED; FAILED TO KEEP LICENSE POSTED IN A CONSPICUOUS PLACE; FAILED TO HAVE DESIGNATED MANAGER PRESENT,3,N,HAMPTON,APPEAL HEARING,10/28/2010,Y,11/4/2010,12/13/2010,1/7/2011,11/4/2011,,,,,,,WRITTEN WARNING,,
397,LA HACIENDA,54267,601 COLONIAL TRL E.,SURRY,VA,23883,UAB,1,N,HAMPTON,INITIAL HEARING,5/17/2011,Y,5/27/2011,10/19/2011,12/9/2011,1/18/2012,20," $ 1,750.00 ",,,,,,,
36,THE BAKERY LLC,35571,218 N MAIN STRET,FARMVILLE,VA,23901,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,6/15/2011,N,6/24/2011,,,7/25/2011,25,,,,,,,,
254,WORSHAM GROCERY,73600,6309 FARMVILLE ROAD,FARMVILLE,VA,23901,UAB,1,Y,LYNCHBURG,APPEAL HEARING,6/15/2011,N,6/30/2011,8/3/2011,9/7/2011,12/1/2011,5," $ 2,500.00 ",5,,,,MART TRAINING FOR MGR. WITHIN 6 MOS. OF BD. ORDER,,
97,A & A FOOD MART,52499,420 MADISON STREET,BOYDTON,VA,23917,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,7/11/2011,N,8/9/2011,,,9/6/2011,," $ 2,000.00 ",,,,,,,
140,TRIANGLE GROCERY,59311,PO BOX 159,BOYDTON,VA,23917,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,5/31/2011,N,7/1/2011,,,9/30/2011,," $ 2,000.00 ",,,,,,,
43,UPPYS IV,3613,3384 HIGHWAY NINE O THREE,BRACEY,VA,23919,UAB,1,Y,LYNCHBURG,CONSENT SETTLEMENT,5/24/2011,N,7/1/2011,,,7/28/2011,," $ 2,000.00 ",,,,,,,
19,DELRAYS DINER,49987,11 N MAIN STREET,CHASE CITY,VA,23924,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,5/31/2011,N,7/1/2011,,,7/19/2011,25,,,,,,,,
590,SHIRLEY'S PLACE,41329,13643 HWY 47,CHASE CITY,VA,23924,UAB,1,N,LYNCHBURG,INITIAL HEARING,11/5/2011,N,1/18/2012,2/15/2012,4/13/2012,5/16/2012,25," $ 2,000.00 ",,,,,,,
340,GREAT WALL RESTAURANT,30611,327 VIRGINIA AVENUE,CLARKSVILLE,VA,23927,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,11/5/2011,N,12/12/2011,,,1/3/2012,25,,,,,,,,
389,LOS BANDUIDOS RESTAURANT,39826,7331 HIGHWAY FIFTY EIGHT,CLARKSVILLE,VA,23927,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,11/5/2011,N,12/9/2011,,,1/12/2012,," $ 2,000.00 ",,,,,,,
414,FAST FUEL #2,61759,4959 MAIN STREET,DRAKES BRANCH,VA,23937,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,12/2/2011,N,12/27/2011,,,1/20/2012,," $ 2,000.00 ",,,,,,,
555,FAST FUEL #2,61759,4959 MAIN STREET,DRAKES BRANCH,VA,23937,UAB,1,Y,LYNCHBURG,OFFER IN COMPROMISE,1/13/2012,Y,2/7/2012,,,4/30/2012,," $ 3,500.00 ",,,,,,,
42,GATORS STOP & SHOP,67271,21860 HIGHWAY 49,SKIPWITH,VA,23968,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,5/31/2011,N,6/28/2011,,,7/28/2011,," $ 2,000.00 ",,,,,,,
387,THE HORSESHOE RESTAURANT,68473,311 WE DANVILLE STREET,SOUTH HILL ,VA,23970,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,11/5/2011,N,12/9/2011,,,1/12/2012,25,,,,,,,,
658,EZ STOP,49615,827 N MECKLENBURG AVE.,SOUTH HILL,VA,23970,UAB,1,Y,LYNCHBURG,CONSENT SETTLEMENT,3/15/2012,N,5/22/2012,,,6/25/2012,," $ 2,000.00 ",,,,,,,
372,202 MARKET,45236,202 MARKET STREET SE,ROANOKE,VA,24011,ALLOWED A STRIPTEASE ACT OR THE LIKE ON THE LICENSED PREMISES,1,N,ROANOKE,APPEAL HEARING,2/4/2011,Y,3/1/2011,8/17/2011,9/12/2011,1/9/2012,10," $ 1,000.00 ",3,,,,,,
93,RAN EXCPRESS STOP,22130,1522 10TH STREET NW,ROANOKE,VA,24012,"LICENSEE FAILED TO KEEP COMPLETE, ACCURATE AND SEPARATE RECORDS AT THE PLACE OF BUSINESS",1,N,ROANOKE,CONSENT SETTLEMENT,7/15/2011,N,7/17/2011,,,8/23/2011,, $ 500.00 ,,,,,,,
96,LEGENDS SPORTS BAR & GRILL,62719,2816 WILLIAMSON RD,ROANOKE,VA,24012,ALLOWED CONSUMPTION OF ALCOHOLIC BEVERAGE BY INTOXICATED PERSON; ALLOWED INTOXICATED PERSON TO LOITER UPON LICENSED PREMISES,2,N,ROANOKE,INITIAL HEARING,3/24/2011,N,4/28/2011,6/8/2011,7/26/2011,8/31/2011,25," $ 2,000.00 ",,,,Y,1 CHARGE DISMISSED,,
241,LEGENDS SPORTS BAR & GRILL,62719,2816 WILLIAMSON RD,ROANOKE,VA,24012,THE LICENSEE ALLOWED A PERSON WHO THE LICENSEE KNEW OR HAD REASON TO BELIEVE WAS INTOXICATED TO LOITER UPON THE LICENSED PREMISES,1,N,ROANOKE,INITIAL HEARING,6/25/2011,Y,7/12/2011,9/23/2011,10/17/2011,11/18/2011,,,,,,Y,,,
543,HOOTERS OF ROANOKE,16120,4627 WILLIAMSON RD,ROANOKE,VA,24012,LICENSEE CANNOT DEMONSTRATE FINANCIAL RESPONSIBILITY,1,N,ROANOKE,INITIAL HEARING,11/29/2011,N,12/13/2011,1/25/2012,3/8/2012,4/17/2012,10," $ 1,500.00 ",,,,,,,
572,HAPPY SHOPPER,78278,"931 GUS W NICKS BOULEVARD, NE",ROANOKE,VA,24012,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,2/23/2012,N,4/10/2012,,,5/3/2012,," $ 2,000.00 ",,,,,,,
280,TAAZA INDIAN CUISINE,45047,117 DUKE OF GLOUCESTER ST SW,ROANOKE,VA,24014,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,10/26/811,N,11/3/2011,,,12/8/2011,," $ 2,000.00 ",,,,,,,
307,THE FRESH MARKET,40546,2207 COLONIAL AVENUE SW,ROANOKE,VA,24015,UAB,1,Y,ROANOKE,CONSENT SETTLEMENT,10/3/2011,N,11/8/2011,,,12/15/2011,," $ 2,000.00 ",,,,,,,
212,GETTY MART,78269,3842 SHENANDOAH AVE,ROANOKE,VA,24017,UAB,1,Y,ROANOKE,INITIAL HEARING,6/9/2011,N,8/3/2011,9/22/2011,10/5/2011,11/15/2011,30," $ 3,000.00 ",10,,,,,,
233,JACKS SHOP IN,50486,1825 MELROSE AVENUE NW,ROANOKE,VA,24017,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,9/8/2011,N,10/12/2011,,,11/21/2011,," $ 2,000.00 ",,,,,,,
352,THE SHERATON HOTEL & CONFERENCE CENTER,40691,2801 HERSHBERGER RD. NW,ROANOKE,VA,24017,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,10/25/2011,N,11/29/2011,,,1/3/2012,," $ 1,000.00 ",,,,,FIRST TO BE GRANTED REDUCTION IN PENALTY,,
491,WILBERT HARRISON BOYD JR,397425,2738 BROOKLYN DRIVE NW,ROANOKE,VA,24017,BOARD IS NOT AUTHORIZED AND EMPOWERED UNDER THE PROVISIONS OF THE ABC ACT TO ISSUE THE LICENSE,1,N,ROANOKE,APPEAL HEARING,12/1/2011,Y,12/16/2011,12/21/2011,12/22/2011,3/15/2012,,,,,,,LICENSE REFUSED,,
221,FOOD LION 210,9639,4267 STARKEY ROAD SW,ROANOKE,VA,24018,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,9/8/2011,N,9/12/2011,,,11/15/2011,," $ 2,000.00 ",,,,,,,
271,WILDWOOD SMOKEHOUSE,2155,2041 ELECTRIC ROAD,ROANOKE,VA,24018,UAB,1,Y,ROANOKE,CONSENT SETTLEMENT,10/3/2011,N,11/3/2011,,,12/6/2011,," $ 2,000.00 ",,,,,,,
295,EL RANCHO VIEJO MEXICAN RESTAURANT,28215,4065-B ELECTRIC ROAD,ROANOKE,VA,24018,UAB; FAIL TO HAVE DESIGNATED MANAGER PRESENT AND IN ACTUAL CHARGE,2,N,ROANOKE,CONSENT SETTLEMENT,9/8/2011,N,11/9/2011,,,12/12/2011,," $ 2,500.00 ",,,,,,,
450,BUFFALO WILD WINGS GRILL & BAR,27773,4335 STARKEY ROAD,ROANOKE,VA,24018,LICENSEE ALLOWED BEER DISPENSED FOR ON PREMISES CONSUMPTION TO BE REMOVED FROM AUTHORIZED AREAS UPON THE LICENSED PREMISES,1,N,ROANOKE,CONSENT SETTLEMENT,11/21/2011,N,1/11/2012,,,2/7/2012,, $ 500.00 ,,,,,,,
87,WATUSY'S RESTAURANT & LOUNGE,54797,7512 WILLIAMSON RD,ROANOKE,VA,24019,ESTABLISHMENT CEASES TO QUALIFY AS A RESTAURANT,1,N,ROANOKE,INITIAL HEARING,3/31/2011,N,5/13/2011,6/7/2011,7/12/2011,8/17/2011,,,,,,Y,,,
169,WATUSYS RESTAURANT & LOUNGE,54797,7512 WILLIAMSON ROAD,ROANOKE,VA,24019,"LICENSEE PURCHASED WINE OR BEER FOR RESALE FROM A PERSON OTHER THAN A MANUFACUTRER, BOTTLER OR WHOLESALER",1,N,ROANOKE,CONSENT SETTLEMENT,9/17/2011,N,9/27/2011,,,10/25/2011,, $ 500.00 ,,,,,,,
215,ORANGE MARKET 3,44104,1823 THOMPSON MEMORIAL DRIVE,ROANOKE,VA,24019,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,9/8/2011,N,10/12/2011,,,11/15/2011,," $ 2,000.00 ",,,,,,,
444,P.A.SHORT,1351,440 INDUSTRIAL DRIVE,HOLLINS,VA,24019,WHOLESALER MADE GIFTS OF BEER TO PERSONS,1,N,ROANOKE,OFFER IN COMPROMISE,8/4/2011,N,12/9/2011,,,2/3/2012,, $ 500.00 ,,,,,,,
508,604 MINUTE MARKET,69046,5981 CLOVERDALE ROAD,ROANOKE,VA,24019,UAB,1,N,ROANOKE, CONSENT SETTLEMENT,2/9/2012,N,2/27/2012,,,3/21/2012,," $ 2,000.00 ",,,,,,,
547,WATUSYS RESTAURANT & LOUNGE,54797,7512 WILLIAMSON RD,ROANOKE,VA,24019,UAB,1,N,ROANOKE,INITIAL HEARING,9/9/2011,Y,11/17/2011,1/25/2012,3/8/2012,4/17/2012,,,,,,Y,,,
589,SCHOONERS,41441,7226 WILLIAMSON RD,ROANOKE,VA,24019,UAB,1,N,ROANOKE,INITIAL HEARING,9/9/2011,N,2/14/2012,4/4/2012,4/12/2012,5/16/2012,,,,,,Y,,,
284,HILTON GARDEN INN BLACKSBURG,61297,900 PLANTATION ROAD,BLACKSBURG,VA,24060,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,9/28/2011,N,11/8/2011,,,12/8/2011,," $ 2,000.00 ",,,,,,,
290,ABELLA CAFÉ,45086,204 DRAPER RD,BLACKSBURG,VA,24060,ALLOWED CONSUMPTION OF ALCOHOLIC BEVERAGES BY PERSON < 21 YEARS OF AGE; SOLD ALCOHOLIC BEVERAGES TO A PERSON < 21 YEARS ,2,N,ROANOKE,INITIAL HEARING,10/15/2010,Y,2/24/2011,10/19/2011,11/9/2011,12/12/2011,30," $ 3,000.00 ",7,,,,,,
296,FAST EXPRESS,69293,2701 PRICES FORK ROAD,BLACKSBURG,VA,24060,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,9/28/2011,N,11/8/2011,,,12/12/2011,," $ 2,000.00 ",,,,,,,
609,THE CELLAR RESTAURANT,58555,302 N MAIN ST,BLACKSBURG,VA,24060,ALLOWED CONSUMPTION UPON THE LICENSED PREMISES BY PERSON LICENSEE HAD REASON TO BELIEVE WAS INTOXICATED; ALLOWED A PATRON TO POSSESS MORE THAN 2 DRINKS OF MIXED BEVERAGES,2,N,ROANOKE,INITIAL HEARING,11/18/2011,Y,1/11/2012,4/4/2012,4/25/2012,6/4/2012,10," $ 1,000.00 ",,,,Y,CH1 DISMISSED,,
636,THE BARREL CAVE,65794,"600 NEWBERN RD, STE 3B",DUBLIN,VA,24084,FAILED TO COMPLY WITH REQUIREMENTS OF INTERNET WINE RETAILER; LICENSEE CONSENTED TO SALE/LEASE/LOAN/GIFT OF MONEY/EQUIPMENT/FURNITURE/FIXTURES/PROPERTY/SERVICES OR SOMETHING OF VALUE,2,N,SOUTHWEST,INITIAL HEARING,8/4/2011,N,2/15/2012,4/4/2012,5/14/2012,6/18/2012,7, $ 500.00 ,,,,,,,
517,RANGELEY 102 MINI MARKET AND DELI,42956,1715 DILLIONS FORK RD,FIELDALE,VA,24089,UAB,1,N,ROANOKE,INITIAL HEARING,10/24/2011,N,12/30/2011,1/25/2012,2/27/2012,3/29/2012,10,"$1,000.00",,,,,,,
257,OLD MILL GROCERY,16583,901 BOTETOURT ROAD,FINCASTLE,VA,24090,UAB,1,Y,ROANOKE,CONSENT SETTLEMENT,10/3/2011,N,10/12/2011,,,12/1/2011,," $ 2,000.00 ",,,,,,,
4,HUGOS FOOD SPORT & SPIRITS,54390,10 E CHURCH ST,MARTINSVILLE,VA,24112,CAUSE EXISTS FOR WHICH THE BOARD WOULD BE ENTITLED TO REFUSE TO ISSUE LICENSE IN THAT THE LICENSEE FAILED TO TAKE REASONABLE MEASURES TO PREVENT THE LICENSED PREMISES FROM BEING A PLACE WHERE PATRONS OF THE ESTABLISHMENT COMMITT CRIMINAL VIOLATIONS,1,N,ROANOKE,INITIAL HEARING,8/7/2010,N,2/10/2011,3/8/2011,6/1/2011,7/7/2011,,,,18,,,,,
367,COMMUNITY MARKET INC 2,76043,314 FAYETTE STREET,MARTINSVILLE,VA,24112,UAB,1,Y,ROANOKE,CONSENT SETTLEMENT,10/24/2011,N,11/3/2011,,,1/3/2012,," $ 2,000.00 ",,,,,,,
548,MI RANCHITO,24856,"1212 MEMORIAL BLVD., S",MARTINSVILLE,VA,24112,THE LICENSEE IS NOT THE LEGTIMATE OWNER OF THE BUISNESS,1,N,ROANOKE,OFFER IN COMPROMISE,1/17/2012,Y,1/25/2012,,,4/23/2012,, $ 500.00 ,,,,,,,
497,ANNAS RESTAURANT,42447,100 MONROE STREET,NARROWS,VA,24124,UAB,1,N,SOUTHWEST,CONSENT SETTLEMENT,2/7/2012,N,2/15/2012,,,3/20/2012,25,,,,,,,,
77,SHARKEYS WING & RIB JOINT,53391,1202 E MAIN ST,RADFORD,VA,24141,LICENSEE ALLOWED A PERSON WHO WAS INTOXICATED TO LOITER UPON THE PREMISES,1,N,SOUTHWEST,INITIAL HEARING,10/31/2010,Y,1/26/2011,6/8/2011,6/30/2011,8/3/2011,,,,,,Y,,,
503,ALEJANDROS MEXICAN GRILL,78395,1501 TYLER AVENUE,RADFPRD,VA,24141,UAB,1,N,SOUTHWEST, CONSENT SETTLEMENT,2/7/2012,N,2/21/2012,,,3/21/2012,," $ 2,000.00 ",,,,,,,
69,VB MART,45691,403 VIRGINIA AVENUE,RICH CREEK,VA,24147,UAB,1,Y,SOUTHWEST,OFFER IN COMPROMISE,6/7/2011,N,6/21/2011,,,8/2/2011,30,,,,,,,,
232,ROYAL PANTRY,51106,5781 GREENSBORO ROAD,RIDGEWAY,VA,24148,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,8/26/2011,N,10/13/2011,,,11/21/2011,," $ 2,000.00 ",,,,,,,
514,A E I FOOD STORES,74499,20430 VIRGIL H GOODE HIGHWAY,ROCKY MOUNT,VA,24151,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,2/8/2012,N,2/27/2012,,,3/27/2012,," $ 2,000.00 ",,,,,,,
167,HANGING ROCK GOLF CLUB,54337,1500 RED LANE EXT,SALEM,VA,24153,UAB,1,Y,ROANOKE,CONSENT SETTLEMENT,9/16/2011,N,9/30/2011,,,10/25/2011,25,,,,,,,,
208,CRAIG AVENUE SUPERETTE,19359,700 CRAIG AVENUE,SALEM,VA,24153,UAB,1,N,ROANOKE,OFFER IN COMPROMISE,9/1/2011,N,9/28/2011,,,11/10/2011,," $ 1,500.00 ",,,,,,,
256,COUNTY LINE FOOD AND TOBACCO,67896,3324 W MAIN STREET,SALEM,VA,24153,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,10/3/2011,N,11/1/2011,,,12/1/2011,25,,,,,,,,
268,SALEM PIZZA & SUBS INC,52376,115 E MAIN STREET,SALEM,VA,24153,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,9/15/811,N,11/17/2011,,,12/6/2011,25,,,,,,,,
404,BLUE APRON RESTAURANT & RED ROOSTER BAR,65314,210 E. MAIN STREET,SALEM,VA,24153,UAB,1,N,ROANOKE,OFFER IN COMPROMISE,9/15/2011,N,11/15/2011,,,1/11/2012,," $ 1,500.00 ",,,,,,,
456,STARTERS SPORTS BAR & GRILL,62537,928 SOUTH COLORADO ST,SALEM,VA,24153,UAB;ALLOWED INTOXICATED TO LOITER; ALLOWED BEER DISPENSED FOR ON PREMIISES CONSUMPTION TO BE REMOVED FROM AUTHORIZED AREAS; ALLOWED ALCOHOLIC BEVERAGES TO BE REMOVED FROM THE PREMISES,4,Y,ROANOKE,INITIAL HEARING,8/31/2011,N,9/23/2011,11/15/2011,1/6/2012,2/15/2012,7," $ 1,000.00 ",,,,Y,CHGS. 1 & 2 DISMISSED,,
612,QUICK WAY #3,52331,50 THOMPSON MEMORIAL DR,SALEM,VA,24153,UAB,1,N,RICHMOND,INITIAL HEARING,2/16/2012,Y,3/6/2012,4/3/2012,4/27/2012,6/4/2012,30," $ 3,000.00 ",10,,,,,,
173,FOOD LION 1679,10678,2012 LEE HWY,BRISTOL,VA,24201,UAB,1,Y,SOUTHWEST,OFFER IN COMPROMISE,8/24/2011,Y,8/26/2011,,,10/26/2011,," $ 5,000.00 ",,,,,,,
230,CAFÉ TWIST,67832,510 GATE CITY HIGHWAY,BRISTON,VA,24201,UAB,1,N,SOUTHWEST,CONSENT SETTLEMENT,8/24/2011,N,8/29/2011,,,11/21/2011,," $ 2,000.00 ",,,,,,,
409,BURGER BAR,65102,8 PIEDMONT AVENUE,BRISTOL,VA,24201,UAB,1,N,SOUTHWEST,OFFER IN COMPROMISE,11/16/2011,N,12/9/2011,,,1/11/2012,25,,,,,,,,
118,CHILIS GRILL & BAR,29540,3108 LEE HIGHWAY,BRISTOL,VA,24202,UAB,1,N,SOUTHWEST,CONSENT SETTLEMENT,8/24/2011,N,8/26/2011,,,9/23/2011,," $ 2,000.00 ",,,,,,,
