"Run on 04JAN2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Div No.","Division Name","Sch No.","School Name","Low Grade","High Grade","Grade 3 English","Grade 3 English","Grade 3 English","Grade 3 English","Grade 3 English","Grade 3 English","Grade 3 English","Grade 5 English","Grade 5 English","Grade 5 English","Grade 5 English","Grade 5 English","Grade 5 English","Grade 5 English","Grade 5 Writing","Grade 5 Writing","Grade 5 Writing","Grade 5 Writing","Grade 5 Writing","Grade 5 Writing","Grade 5 Writing","Grade 8 English","Grade 8 English","Grade 8 English","Grade 8 English","Grade 8 English","Grade 8 English","Grade 8 English","Grade 8 Writing","Grade 8 Writing","Grade 8 Writing","Grade 8 Writing","Grade 8 Writing","Grade 8 Writing","Grade 8 Writing","EOC English","EOC English","EOC English","EOC English","EOC English","EOC English","EOC English","EOC Writing","EOC Writing","EOC Writing","EOC Writing","EOC Writing","EOC Writing","EOC Writing","Grade 3 Math","Grade 3 Math","Grade 3 Math","Grade 3 Math","Grade 3 Math","Grade 3 Math","Grade 3 Math","Grade 5 Math","Grade 5 Math","Grade 5 Math","Grade 5 Math","Grade 5 Math","Grade 5 Math","Grade 5 Math","Grade 8 Math","Grade 8 Math","Grade 8 Math","Grade 8 Math","Grade 8 Math","Grade 8 Math","Grade 8 Math","Algebra 1 Pass","Algebra 1 Pass","Algebra 1 Proficient","Algebra 1 Advanced","Algebra 1 Pass","Algebra 1 Proficient","Algebra 1 Advanced","Geometry Pass","Geometry Pass","Geometry Proficient","Geometry Advanced","Geometry Pass","Geometry Proficient","Geometry Advanced","Algebra 2 Pass","Algebra 2 Pass","Algebra 2 Proficient","Algebra 2 Advanced","Algebra 2 Pass","Algebra 2 Proficient","Algebra 2 Advanced","Grade 3 History/SS","Grade 3 History/SS","Grade 3 History/SS","Grade 3 History/SS","Grade 3 History/SS","Grade 3 History/SS","Grade 3 History/SS","Grade 5 History/SS","Grade 5 History/SS","Grade 5 History/SS","Grade 5 History/SS","Grade 5 History/SS","Grade 5 History/SS","Grade 5 History/SS","Grade 8 History/SS","Grade 8 History/SS","Grade 8 History/SS","Grade 8 History/SS","Grade 8 History/SS","Grade 8 History/SS","Grade 8 History/SS","U.S. History","U.S. History","U.S. History","U.S. History","U.S. History","U.S. History","U.S. History","U.S. History","U.S. History","U.S. History","U.S. History","U.S. History","Civics and","Civics and","Civics and","Civics and","Civics and","Civics and","Va and US History","Va and US History","Va and US History","Va and US History","Va and US History","Va and US History","Va and US History","World History","World History","World History","World History","World History","World History","World History","World Geography","World Geography","World Geography","World Geography","World Geography","World Geography","World Geography","World History","World History","World History","World History","World History","World History","World History","Grade 3 Science","Grade 3 Science","Grade 3 Science","Grade 3 Science","Grade 3 Science","Grade 3 Science","Grade 3 Science","Grade 5 Science","Grade 5 Science","Grade 5 Science","Grade 5 Science","Grade 5 Science","Grade 5 Science","Grade 5 Science","Grade 8 Science","Grade 8 Science","Grade 8 Science","Grade 8 Science","Grade 8 Science","Grade 8 Science","Grade 8 Science","Earth Science","Earth Science","Earth Science","Earth Science","Earth Science","Earth Science","Earth Science","Biology Pass","Biology Pass","Biology Proficient","Biology Advanced","Biology Pass","Biology Proficient","Biology Advanced","Chemistry Pass","Chemistry Pass","Chemistry Proficient","Chemistry Advanced","Chemistry Pass","Chemistry Proficient","Chemistry Advanced"
123,"Richmond City Public Schools",660,"WESTOVER HILLS ELEM.","PK",5,71.43,66.1,62.71,3.39,79.69,73.44,6.25,71.74,89.47,70.18,19.3,83.64,72.73,10.91,84.09,91.84,71.43,20.41,98.21,50,48.21,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",78.95,86.44,61.02,25.42,69.23,47.69,21.54,73.58,73.68,66.67,7.02,85.71,73.21,12.5,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",74.55,90.2,11.76,78.43,80.95,53.97,26.98,89.58,96.67,30,66.67,89.36,44.68,44.68,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",82.46,82.35,62.75,19.61,88.89,71.43,17.46,78.85,85.71,77.55,8.16,83.93,78.57,5.36,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
123,"Richmond City Public Schools",690,"MAYMONT ELEM.","PK",5,41.67,70.59,70.59,".",88,68,20,57.58,60,53.33,6.67,87.88,69.7,18.18,63.64,78.26,56.52,21.74,100,38.46,61.54,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",78.38,82.35,52.94,29.41,96,56,40,63.64,66.67,56.67,10,87.5,81.25,6.25,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",52.78,84.85,42.42,42.42,96,48,48,83.33,96.97,78.79,18.18,81.82,57.58,24.24,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",52.78,82.35,64.71,17.65,88,56,32,45.45,68.18,63.64,4.55,84.38,81.25,3.13,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
123,"Richmond City Public Schools",710,"FAIRFIELD COURT ELEM.","PK",5,56.6,58.18,38.18,20,71.88,46.88,25,42,66.67,48.89,17.78,80.95,59.52,21.43,45.83,89.47,71.05,18.42,100,73.68,26.32,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",66.07,87.27,29.09,58.18,84.85,30.3,54.55,25.81,65.12,48.84,16.28,88.89,71.11,17.78,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",85.11,75.47,16.98,58.49,96.15,30.77,65.38,38.1,68.75,54.17,14.58,86.67,57.78,28.89,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",70.18,81.13,41.51,39.62,76.92,42.31,34.62,47.54,94.44,66.67,27.78,78.38,51.35,27.03,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
123,"Richmond City Public Schools",720,"WHITCOMB COURT ELEM.","PK",5,52.94,56.25,52.08,4.17,57.69,51.92,5.77,84.44,97.44,35.9,61.54,94.23,32.69,61.54,60.47,81.25,71.88,9.38,100,70.83,29.17,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",72,72.34,40.43,31.91,74.55,40,34.55,74,97.44,15.38,82.05,92.31,53.85,38.46,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",60.42,78.05,36.59,41.46,89.8,30.61,59.18,72.5,78.26,45.65,32.61,70.97,64.52,6.45,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",67.35,71.43,40.48,30.95,82.35,60.78,21.57,42.31,96.88,65.63,31.25,90.38,59.62,30.77,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
123,"Richmond City Public Schools",730,"JOHN MARSHALL HIGH",9,12,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",30,20,10,80,80,".",".",".",".",".",".",".",".",95.2,77.27,65.58,11.69,81.1,67.68,13.41,88.75,74.48,68.28,6.21,66.67,56,10.67,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",8,8,".",5.26,5.26,".",63.23,75.18,66.67,8.51,68.85,65.57,3.28,63.74,72.55,63.73,8.82,65.41,59.4,6.02,90.91,79.73,64.86,14.86,95.71,77.14,18.57,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",68.87,81.99,52.8,29.19,94.56,53.74,40.82,100,100,75,25,100,100,".",34.29,58.95,53.68,5.26,82.97,62.64,20.33,40.19,55.56,52.38,3.17,72.31,62.31,10,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",37.27,52.8,52,0.8,69.33,64,5.33,67.5,83.64,68.18,15.45,86.36,77.27,9.09,88.89,88.64,79.55,9.09,85.92,67.61,18.31
123,"Richmond City Public Schools",741,"GEORGE WYTHE HIGH",9,12,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",11.11,11.11,".",12.12,12.12,".",".",".",".",".",".",".",".",91.45,77.3,68.65,8.65,80,71.33,8.67,83.45,73.08,69.23,3.85,43.48,37.68,5.8,".",".",".",".",".",".",".",".",".",".",".",".",".",".",50,5.56,5.56,".",4.26,4.26,".",50.76,42.98,42.98,".",87.9,86.29,1.61,50,71.97,66.67,5.3,71.71,67.11,4.61,34.55,58.33,57.14,1.19,77.53,68.54,8.99,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",34.94,58.16,52.55,5.61,68.99,60.47,8.53,".",100,100,".",100,100,".",53,39.43,37.99,1.43,65.25,57.63,7.63,38.28,44.17,42.23,1.94,77.48,69.54,7.95,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",53.23,48.25,47.55,0.7,52.08,50,2.08,58.47,82.73,76.26,6.47,77.84,73.2,4.64,32.79,82.54,82.54,".",98.44,90.63,7.81
123,"Richmond City Public Schools",750,"AMELIA STREET SP ED","PK",12,".",".",".",".",100,100,".",".",33.33,33.33,".",66.67,66.67,".",".",".",".",".",".",".",".",".",30.77,30.77,".",".",".",".",".",11.76,11.76,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",50,37.5,12.5,100,33.33,66.67,".",33.33,33.33,".",80,80,".",".",56.25,56.25,".",100,100,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",25,25,".",100,".",100,".",45.45,36.36,9.09,40,40,".",".",".",".",".",".",".",".",".",".",".",100,100,".",21.43,21.43,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",37.5,37.5,".",100,100,".",".",57.14,57.14,".",100,100,".",".",53.33,53.33,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
123,"Richmond City Public Schools",770,"MARTIN LUTHER KING JR. MIDDLE",6,8,".",".",".",".",".",".",".",50,".",".",".",".",".",".",".",".",".",".",".",".",".",33.68,82.93,37.8,45.12,61.97,43.19,18.78,35.11,81.71,81.71,".",47.32,45.85,1.46,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",33.33,".",".",".",".",".",".",50,89.53,88.37,1.16,63.78,60.54,3.24,100,100,90.91,9.09,100,86.67,13.33,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",39.78,100,100,".",".",".",".",".",".",".",69.55,57.61,11.93,19.58,19.58,".",".",".",".",33.33,31.82,1.52,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",46.99,90,87.5,2.5,90,69.44,20.56,50,92.31,61.54,30.77,73.33,73.33,".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
123,"Richmond City Public Schools",780,"A. V. NORRELL ELEM.","PK",5,60,57.41,55.56,1.85,70.73,65.85,4.88,87.8,79.31,62.07,17.24,79.55,72.73,6.82,69.77,95.65,84.78,10.87,95.12,53.66,41.46,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",70.49,84.21,57.89,26.32,92.5,37.5,55,80.7,68.97,65.52,3.45,81.82,45.45,36.36,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",63.64,78.57,37.5,41.07,90.24,31.71,58.54,86.54,96.15,46.15,50,86.36,54.55,31.82,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",58.33,78.18,61.82,16.36,95.12,65.85,29.27,79.31,89.66,75.86,13.79,90.7,79.07,11.63,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
123,"Richmond City Public Schools",810,"CLARK SPRINGS ELEM.","PK",5,43.55,82.69,65.38,17.31,89.74,66.67,23.08,72.92,76.19,42.86,33.33,80,31.11,48.89,87.23,91.67,72.22,19.44,89.58,47.92,41.67,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",92.31,90.2,29.41,60.78,100,12.82,87.18,80.36,86.05,39.53,46.51,91.11,53.33,37.78,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",87.93,100,10.2,89.8,92.31,7.69,84.62,84.62,97.78,60,37.78,87.5,41.07,46.43,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",95.16,95.92,18.37,77.55,94.87,30.77,64.1,88.89,92.11,13.16,78.95,84.44,40,44.44,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
123,"Richmond City Public Schools",830,"CHIMBORAZO ELEM.","PK",5,43.75,66.1,49.15,16.95,68.49,56.16,12.33,50,76.71,63.01,13.7,86.89,67.21,19.67,63.86,82.46,59.65,22.81,94,60,34,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",74.7,85.96,36.84,49.12,93.15,28.77,64.38,61.46,83.56,65.75,17.81,81.97,67.21,14.75,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",53.13,86.54,46.15,40.38,91.04,38.81,52.24,84.29,98.15,61.11,37.04,87.5,32.5,55,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",73.08,88.68,52.83,35.85,80.6,44.78,35.82,62.11,88.14,83.05,5.08,93.48,73.91,19.57,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
123,"Richmond City Public Schools",850,"ARMSTRONG HIGH SCHOOL",9,12,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",8.11,4.76,4.76,".",21.43,21.43,".",".",".",".",".",".",".",".",87.5,81.25,69.79,11.46,84.12,68.24,15.88,78.3,77.34,76.56,0.78,53.73,53.73,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",15.79,15.79,".",64.29,57.14,7.14,70.42,55.56,55.56,".",62.86,59.43,3.43,48.98,63.08,60,3.08,61.11,57.94,3.17,89.19,85.29,76.47,8.82,93.48,78.26,15.22,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",44.71,81.18,63.53,17.65,79.31,68.1,11.21,".",".",".",".",".",".",".",48.04,52.9,49.03,3.87,77.22,65.82,11.39,62.39,57.89,57.89,".",71.43,61.22,10.2,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",37.8,47.13,44.83,2.3,56.67,54.44,2.22,77.17,80.7,77.19,3.51,88.14,85.59,2.54,71.11,72,72,".",72.22,70.83,1.39
123,"Richmond City Public Schools",870,"THIRTEEN ACRES",1,5,50,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",100,".",".",".",".",".",".",75,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",100,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",100,".",".",".",".",".",".",80,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
123,"Richmond City Public Schools",1080,"ELKHARDT MIDDLE",6,8,".",".",".",".",".",".",".",".",66.67,66.67,".",".",".",".",".",".",".",".",".",".",".",54.62,61.19,52.99,8.21,78.75,68.75,10,49.61,77.54,75.36,2.17,48.73,48.73,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",40,40,".",100,100,".",57.6,76.26,72.66,3.6,66.07,64.88,1.19,96,96,84,12,100,91.3,8.7,".",".",".",".",100,100,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",66.13,".",".",".",".",".",".",".",".",".",34.09,32.95,1.14,43.31,40.76,2.55,".",".",".",58.16,55.32,2.84,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",63.93,91.43,83.57,7.86,95.42,77.78,17.65,96.43,95.45,81.82,13.64,88.46,88.46,".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
123,"Richmond City Public Schools",1100,"BROAD ROCK ELEM.","PK",5,57.89,63.64,54.55,9.09,66.67,61.11,5.56,83.93,94,66,28,78.43,72.55,5.88,80.7,98,78,20,90.74,61.11,29.63,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",71.43,93.94,36.36,57.58,83.64,49.09,34.55,70.31,74.14,63.79,10.34,92.16,80.39,11.76,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",81.82,93.1,13.79,79.31,98,44,54,86.44,93.22,37.29,55.93,82.35,35.29,47.06,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",73.68,93.1,55.17,37.93,74,60,14,93.33,95.56,60,35.56,93.33,68.89,24.44,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
123,"Richmond City Public Schools",1400,"ELIZABETH D. REDD ELEM.","PK",5,67.95,60,52.86,7.14,71.43,68.57,2.86,60.71,93.1,65.52,27.59,66.67,53.97,12.7,82.76,98.25,57.89,40.35,86.36,74.24,12.12,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",82.05,77.78,40.28,37.5,77.78,47.22,30.56,50,93.1,68.97,24.14,69.23,56.92,12.31,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",83.33,84.29,30,54.29,88.41,33.33,55.07,90.48,88.41,63.77,24.64,91.67,33.33,58.33,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",78.21,82.61,50.72,31.88,83.58,59.7,23.88,63.89,93.1,68.97,24.14,60,51.67,8.33,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
123,"Richmond City Public Schools",1440,"E. S. H. GREENE ELEM.","PK",5,54.55,59.49,49.37,10.13,77.97,69.49,8.47,85.25,93.44,45.9,47.54,85.48,58.06,27.42,87.3,96.92,70.77,26.15,95.08,32.79,62.3,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",81.82,73.75,47.5,26.25,77.42,43.55,33.87,84.13,86.89,63.93,22.95,79.37,53.97,25.4,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",84.62,63.75,32.5,31.25,74.19,40.32,33.87,98.44,100,27.27,72.73,88.89,37.5,51.39,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",78.18,73.75,47.5,26.25,77.42,56.45,20.97,81.97,88.52,70.49,18.03,73.02,58.73,14.29,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
123,"Richmond City Public Schools",1470,"G. H. REID ELEM.","PK",5,72.06,44.94,37.08,7.87,60.44,53.85,6.59,60.2,63.33,50,13.33,75.71,62.86,12.86,73.26,84.81,70.89,13.92,85.07,67.16,17.91,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",81.43,60.22,37.63,22.58,77.89,45.26,32.63,52.43,37.36,36.26,1.1,66.18,63.24,2.94,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",90.32,75.31,41.98,33.33,69.32,40.91,28.41,55.43,96.36,60,36.36,85.14,50,35.14,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",84.29,71.6,53.09,18.52,69.66,56.18,13.48,60.78,59.21,55.26,3.95,73.53,70.59,2.94,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
123,"Richmond City Public Schools",1480,"SOUTHAMPTON ELEM.","PK",5,76.36,67.21,60.66,6.56,65.22,50,15.22,86.54,96.49,54.39,42.11,86.36,40.91,45.45,90.57,98,52,46,97.44,23.08,74.36,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",83.33,91.8,40.98,50.82,89.36,40.43,48.94,83.33,98.25,66.67,31.58,86.36,40.91,45.45,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",72,92.73,20,72.73,95.56,46.67,48.89,86.21,93.33,44.44,48.89,87.27,34.55,52.73,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",77.78,96.36,56.36,40,91.11,62.22,28.89,80.7,86.79,64.15,22.64,90,57.5,32.5,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
123,"Richmond City Public Schools",1510,"HUGUENOT HIGH",9,12,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",44.44,44.44,".",25,18.75,6.25,".",".",".",".",".",".",".",90.56,83.06,71.07,11.98,73.36,64.8,8.55,90.63,87.39,78.26,9.13,76.92,56.41,20.51,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",27.78,27.78,".",9.52,9.52,".",69.74,89.26,82.55,6.71,95.65,90.68,4.97,88.19,87.14,76.43,10.71,72.43,60,12.43,100,98.41,63.49,34.92,97.37,55.26,42.11,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",70.81,85.49,69.43,16.06,76.87,62.69,14.18,44.44,".",".",".",100,66.67,33.33,74.05,62.87,60.4,2.48,59.28,55.09,4.19,84.46,80,70.37,9.63,93.02,79.07,13.95,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",84.04,67.67,65.41,2.26,78.26,75.65,2.61,83.24,88.5,85,3.5,72.38,66.43,5.94,95.74,93.94,89.39,4.55,95.83,88.54,7.29
123,"Richmond City Public Schools",1630,"FRED D. THOMPSON MIDDLE",6,8,".",".",".",".",".",".",".",50,".",".",".",".",".",".",".",".",".",".",".",".",".",49.3,62.99,56.49,6.49,76.87,68.71,8.16,49.66,84.72,82.64,2.08,60.71,60,0.71,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",25,".",".",".",".",".",".",46.39,90.13,75,15.13,87.86,73.57,14.29,100,100,33.33,66.67,100,5.56,94.44,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",49.12,".",".",".",".",".",".",".",".",".",79.38,47.42,31.96,88.28,64.06,24.22,".",".",".",72.68,54.1,18.58,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",61.11,86.84,80.26,6.58,95.42,83.97,11.45,100,100,85.71,14.29,93.33,73.33,20,".",".",".",".",".",".",".",".",".",".",".",".",".","."
