RECORD CONTROL NUMBER,LICENSEE NAME,ABC LICENSE #,PHYSICAL ADDRESS,CITY,STATE,ZIP,CHARGES,NUMBER OF CHARGES,REPEAT ABC OFFENSE?,REGION,DISPOSITION METHOD,VIOLATION DATE,DISPOSITION DATE,SUSPENSION (DAYS),CIVIL PENALTY ($),MANDATORY SUSP. W/ CIVIL PENALTY (DAYS),PROBATION (MONTHS),REVOKED (Y/N),DISMISSED (Y/N),OTHER
196,SUNSET GRILL,29989,1525 BAYVILLE STREET,NORFOLK,VA,23503,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,6/16/2009,09/01/09,," $ 2,000.00 ",,,,,
421,JALISCO RESTAURANT & BAR,44718,191 W OCEAN VIEW AVENUE,NORFOLK,VA,23503,FAILED TO KEEP RECORDS (GENERAL) AND MAKE AVAILABLE FOR INSPECTION,1,N,CHESAPEAKE,INITIAL HEARING,6/9/2009,12/21/09,7, $ 500.00 ,,,,,
806,CAPEVIEW FOOD MART,44081,1881 E OCEAN VIEW AVE,NORFOLK,VA,23503,UAB,1,N,CHESAPEAKE,INITIAL HEARING,12/3/2009,04/29/10,,,,,,,TERMINATED; CHARGES WITHDRAWN
909,FARM FRESH SUPERMARKET 246,78210,179 W OCEAN VIEW AVENUE,NORFOLK,VA,23503,UAB,1,Y,CHESAPEAKE,OFFER-IN-COMPROMISE,12/3/2009,06/16/10, ," $ 4,500.00 ",3,,,,OFFER AT APPEAL HEARING ACCEPTED
92,RUBY TUESDAY,45821,8305 HAMPTON BLVD,NORFOLK,VA,23505,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,6/3/2009,08/05/09,," $ 2,000.00 ",,,,,
539,EXPRESS FOOD MART,19048,1220 W LITTLE CREEK ROAD,NORFOLK,VA,23505,UAB,1,N,CHESAPEAKE,OFFER-IN-COMPROMISE,11/6/2009,02/01/10,," $ 1,500.00 ",,,,,
623,KROGER # 536,10807,205 E LITTLE CREEK ROAD,NORFOLK,VA,23505,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,12/3/2009,02/24/10,," $ 2,000.00 ",,,,,
175,7 ELEVEN STORE 2511 19345 H,20512,4720 HAMPTON BLVD,NORFOLK,VA,23508,UAB,1,Y,CHESAPEAKE,INITIAL HEARING,2/27/2009,08/27/09,30," $ 2,500.00 ",7,,,,
178,ROYAL MINI MART,38654,3317 COLLEY AVENUE,NORFOLK,VA,23508,UAB,1,N,CHESAPEAKE,INITIAL HEARING,12/12/2008,08/28/09,25," $ 2,000.00 ",,,,,
415,CHICHOS,26876,"4820 HAMPTON BLVD, STE 3",NORFOLK,VA,23508,UAB,1,Y,CHESAPEAKE,OFFER-IN-COMPROMISE,5/22/2009,12/15/09,," $ 4,000.00 ",3,,,,
715,O'SULLIVAN'S WHARF,27189,4300 COLLEY AVENUE,NORFOLK,VA,23508,NOT OPERATING A REST. AND MBAR,2,Y,CHESAPEAKE,APPEAL HEARING,11/30/2008,03/26/10,3," $ 3,000.00 ",3,,,,CHG. 1 WITHDRAWN ON 10-6-09 WITHOUT PREJUDICE TO BD.
586,ONE STOP FOOD MART #55,18824,2628 TIDEWATER DRIVE,NORFOLK,VA,23509,UAB,1,Y,CHESAPEAKE,INITIAL HEARING,5/17/2009,02/03/10,30," $ 2,500.00 ",7,,,,
621,TIDEWATER SHELL #410,32730,3537 TIDEWATER DRIVE,NORFOLK,VA,23509,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,12/3/2009,02/24/10,," $ 2,000.00 ",,,,,
109,HOOTER AND DOLL FINS,76768,333 WATERSIDE DRIVE,NORFOLK,VA,23510,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,6/3/2009,08/05/09,," $ 2,000.00 ",,,,,
265,ESPETO NA BRASA LLC,47676,233 GRANBY STREET,NORFOLK,VA,23510,TRANSFER A.B.-ONE ESTABLISHMENT TO ANOTHER ESTABLISHMENT,1,N,CHESAPEAKE,OFFER-IN-COMPROMISE,8/5/2009,10/07/09,, $ 750.00 ,,,,,
457,TINEE GIANT,55183,2863 EARLY STREET,NORFOLK,VA,23513,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,11/6/2009,01/04/10,," $ 2,000.00 ",,,,,
103,AIRPORT SHELL,56494,2750 N MILITARY HWY,NORFOLK,VA,23518,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,5/17/2009,08/05/09,," $ 2,000.00 ",,,,,
622,HOLLIDAY FOOD MART,55390,8338 TIDEWATER DRIVE,NORFOLK,VA,23518,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,12/3/2009,02/24/10,," $ 2,000.00 ",,,,,
632,7 ELVEN STORE 2511 23345 H,31471,800 E LITTLE CREEK ROAD,NORFOLK,VA,23518,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,12/3/2009,02/24/10,," $ 2,000.00 ",,,,,
863,VA 539 TEXACO CORNER MART,33441,7900 CHESAPEAKE BLVD,NORFOLK,VA,23518,UAB,1,N,CHESAPEAKE,INITIAL HEARING,12/3/2009,05/21/10,25," $ 2,000.00 ",,,,,
40,HALTEHS HOT PIZZA 2,49591,2005 HUGUENOT ROAD,RICHMOND,VA,23535,SALE/CONSUMPTION OF A.B. WHILE LICENSE UNDER SUSPENSION,1,N,RICHMOND,APPEAL HEARING,11/14/2008,07/21/09,90," $ 4,000.00 ",60,,,,
68,NEWPORT SQUARE BP,38536,834 J CLYDE MORRIS BLVD,NEWPORT NEWS,VA,23601,UAB (2 COUNTS) ,2,Y,HAMPTON,INITIAL HEARING,12/17/2008,08/03/09,,,,,,Y,DISMISSED
251,SANDBAR AND GRILL,26697,736 J CLYDE MORRIS BLVD,NEWPORT NEWS,VA,23601,"FAILED TO KEEP RECORDS (GENERAL), FAILED TO SUBMIT ACCURATE ANNUAL REVIEW REPORT",2,N,HAMPTON,INITIAL HEARING,4/30/2007,10/05/09,,,,,,Y,DISMISSED
316,TINEE GIANT,41412,11054 WARWICK BLVD,NEWPORT NEWS,VA,23601,UAB,1,N,HAMPTON,APPEAL HEARING,12/17/2008,11/04/09,25," $ 1,500.00 ",,,,,
319,HILTON BP,54061,10700 WARWICK BLVD,NEWPORT NEWS,VA,23601,UAB,1,N,HAMPTON,APPEAL HEARING,1/29/2009,11/04/09,25," $ 2,000.00 ",,,,,
480,CREATE BISTRO,44316,10417 WARWICK BLVD,NEWPORT NEWS,VA,23601,"FAILED TO KEEP ROCRODS (GENERAL) AND MAKE AVAILABLE FOR INSPECTION, KEPT MB NOT BEARING MB STAMPS",2,N,HAMPTON,INITIAL HEARING,4/21/2009,01/13/10,7, $ 750.00 ,,,,,
932,NARA OF JAPAN,45052,10608 WARWICK BLVD,NEWPORT NEWS,VA,23601,UAB,1,N,HAMPTON,OFFER-IN-COMPROMISE,3/16/2010,06/25/10,," $ 1,000.00 ",,,,,
60,WAL MART SUPERCENTER #1773,16156,12401 JEFFERSON AVENUE,NEWPORT NEWS,VA,23602,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,6/2/2009,07/29/09,," $ 2,000.00 ",,,,,
98,MILLER MART 40,70023,12445 JEFFERSON AVENUE,NEWPORT NEWS,VA,23602,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,6/2/2009,08/05/09,," $ 2,000.00 ",,,,,
405,OBELISK BILLIARD CLUB,49486,"14346 WARWICK BLVD, STE 348",NEWPORT NEWS,VA,23602,UAB,1,Y,HAMPTON,INITIAL HEARING,6/4/2009,12/08/09,30," $ 2,500.00 ",7,,,,
410,R Js,57969,12743 JEFFERSON AVENUE,NEWPORT NEWS,VA,23602,"QUALIFICATIONS TO RETAIN MB LICENSE-""RESTAURANT""-(RATIO PROVISION)",1,Y,HAMPTON,OFFER-IN-COMPROMISE,12/1/2008,12/15/09,," $ 1,500.00 ",,,,,
657,7 ELEVEN STORE 2516 18683 H,18943,16930 WARWICK BLVD,NEWPORT NEWS,VA,23603,UAB,1,Y,HAMPTON,OFFER-IN-COMPROMISE,11/10/2009,03/03/10,,"$5,000.00",,,,,
249,GREEN CITY MARKET,7286,2001 25TH STREET,NEWPORT NEWS,VA,23604,"FAILED TO KEEP RECORDS (GENERAL), KEPT OR ALLOWED TO BE KEPT UNAUTHORIZED A.B.",2,N,HAMPTON,CONSENT SETTLEMENT,7/24/2009,09/17/09,," $ 1,000.00 ",,,,,
395,LLOYD'S RESTAURANT,57191,3408 JEFFERSON AVENUE,NEWPORT NEWS,VA,23605,"DEFRAUDED OR ATTEMPTED TO DEFRAUD THE BOARD, SO LOCATED-VIOLATIONS-""PEACE & GOOD ORDER""",2,N,HAMPTON,APPEAL HEARING,3/11/2009,12/08/09,,,,,,Y,"APPLICATION-CH 1-DISMISSED, CH 2-GRANTED"
69,7 ELEVEN STORE 2516 10843,374,12430 WARWICK BLVD,NEWPORT NEWS,VA,23606,UAB,1,Y,HAMPTON,INITIAL HEARING,8/29/2008,08/03/09,,,,,,Y,DISMISSED
171,SCHOONERS,40758,"12368 WARWICK BLVD, STE 107A",NEWPORT NEWS,VA,23606,"SALE OF A.B. TO AN INTOX PERSON, CONSUMPTION OF A.B. BY AN INTOX PERSON",2,N,HAMPTON,INITIAL HEARING,3/1/2009,08/27/09,20," $ 1,500.00 ",,,,,
324,SLIGHTLY UP THE CREEK,48961,663 DEEP CREEK ROAD,NEWPORT NEWS,VA,23606,FAILED TO SUBMIT ANNUAL REVIEW REPORT,1,N,HAMPTON,APPEAL HEARING,11/1/2008,11/05/09,7, $ 500.00 ,,,,,
849,NEWPORT NEWS MARRIOTT AT CITY CENTER,43249,740 TOWN CENTER DR,NEWPORT NEWS,VA,23606,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,3/16/2010,05/17/10,," $ 2,000.00 ",,,,,
394,ELLIE MAY'S,56492,111 28TH STREET,NEWPORT NEWS,VA,23607,SO SITUATED WITH RESPECT TO RESIDENCE OR RESIDENTIAL AREA,1,N,HAMPTON,INITIAL HEARING,9/2/2009,12/08/09,,,,,,,APPLICATION GRANTED
418,QUICK SAVE FOOD STORE,57400,2610 CHESTNUT AVENUE,NEWPORT NEWS,VA,23607,"LICENSE NOT POSTED, DESIGNATED MANAGER NOT ON DUTY, FAILED TO KEEP RECORDS (GENERAL), FAILED TO KEEP RECORDS (GENERAL) AND MAKE AVAILABLE FOR INSPECTION",4,N,HAMPTON,INITIAL HEARING,6/24/2009,12/21/09,7, $ 750.00 ,,,,Y,DISMISSED
836,7 ELEVEN STORE 2516 10863 H,8761,7101 WARWICK BLVD,NEWPORT NEWS,VA,23607,UAB,1,Y,HAMPTON,OFFER-IN-COMPROMISE,3/16/2010,04/30/10,," $ 5,000.00 ",,,,,
85,RICHNECK MP INTERNATIONAL GROCERY,12023,203 RICHNECK ROAD,NEWPORT NEWS,VA,23608,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,6/2/2009,08/05/09,25,,,,,,
460,FOOD LION 457,9699,15435 WARWICK BLVD,NEWPORT NEWS,VA,23608,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,11/10/2009,01/04/10,," $ 2,000.00 ",,,,,
89,FOOD LION 1598,11536,316 OYSTER POINT ROAD,NEWPORT NEWS,VA,23620,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,6/4/2009,08/05/09,," $ 2,000.00 ",,,,,
73,LIL DADDY'S CONVENIENCE STORE,52765,300C CATALPA AVENUE,HAMPTON,VA,23661,EMPLOYED CONVICTED FELON,1,N,HAMPTON,INITIAL HEARING,1/21/2009,08/03/09,15," $ 1,000.00 ",7,,,,
496,ROYS QUICK AND SAVE II,36633,2903 SHELL ROAD,HAMPTON,VA,23661,"MEETING PLACE/RENDEZVOUS FOR USERS OF NARCOTICS/DRUNKS/ETC; ILLEGAL USE/SALE CONTROLLED SUBSTANCES; POLICE RECORD-OFFICER, DIRECTOR;QUALIFICATIONS TO RETAIN LICENSE; DOES NOT CONFORM TO REQUIREMENTS OF GOVERING BODY; EMPLOYING CONVICTED FELOM",8,N,HAMPTON,APPEAL HEARING,8/5/2009,01/22/10,,,,,Y,Y,"CH 1, 2, 5, 6 &8-DISMISSED.  CH 3, 4 & 7-REVOKED"
108,BEACH MARKET,33663,207 BEACH ROAD,HAMPTON,VA,23664,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,6/8/2009,08/05/09,," $ 2,000.00 ",,,,,
76,TWIST RESTAURANT,39782,25 WYTHE CREEK ROAD,HAMPTON,VA,23666,"QUALIFICATIONS TO RETAIN MB LICENSE-""RESTAURANT""-(RATIO PROVISION)",1,N,HAMPTON,INITIAL HEARING,12/11/2008,08/03/09,10," $ 1,000.00 ",,,,,
141,BOTTOM DOLLAR FOOD #2920,9701,85 COLISEUM CROSSING,HAMPTON,VA,23666,UAB,1,Y,HAMPTON,OFFER-IN-COMPROMISE,3/24/2009,08/14/09,," $ 5,000.00 ",3,,,,
521,THE GRILLE,50979,320A BUTLER FARM ROAD,HAMPTON,VA,23666,UAB,1,N,HAMPTON,INITIAL HEARING,6/8/2009,01/20/10,25," $ 2,000.00 ",,,,,
871,VITOS PIZZA & ITALIAN RESTAURANT,60207,905 ABERDEEN RD,HAMPTON,VA,23666,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,4/22/2010,06/03/10,25,,,,,,
884,NASCAR SPORTS GRILL.LUCKIES DUELING PIANOS,38225,1990 POWER PLANT PKWY,HAMPTON,VA,23666,UAB,1,N,HAMPTON,OFFER-IN-COMPROMISE,4/22/2010,06/08/10,0," $ 1,500.00 ",,,,,EMPLOYEES TO TAKE RSVP TRAINING-MANAGRS TO TAKE MART
901,IVERSON RESTAURANT SPORT LOUNGE,62036,2234 CUNNINGHAM DR,HAMPTON,VA,23666,PLACE TO BE OCCUPIED...PEACE/GOOD ORDER; FINANCIAL RESPONSIBILITY,2,N,HAMPTON,INITIAL HEARING,2/9/2010,06/10/10,,,,,,,APPLICATION GRANTED
931,RED LOBSTER RESTAURANT 417,41710,1046 W. MERCURY BLVD.,HAMPTON,VA,23666,UAB,1,Y,HAMPTON,OFFER-IN-COMPROMISE,4/22/2010,06/25/10,," $ 4,500.00 ",,,,,
94,W&W MARKET,49683,930 W PEMBROKE AVENUE,HAMPTON,VA,23669,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,6/8/2009,08/05/09,," $ 2,000.00 ",,,,,
104,7 ELEVEN STORE 2516 22246H,31849,3800 SHELL ROAD,HAMPTON,VA,23669,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,6/8/2009,08/05/09,," $ 2,000.00 ",,,,,
166,PIER 21,52362,700 SETTLERS LANDING ROAD,HAMPTON,VA,23669,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,6/8/2009,08/24/09,," $ 2,000.00 ",,,,,
379,MEGA MART,61323,3832 KECOUGHTAN ROAD,HAMPTON,VA,23669,"SO SITUATED WITH RESPECT TO RESDENCE OR RESIDENTIAL AREA, THE NUMBER OF LICENSES EXISTENT-INTEREST, MORALS, SAFETY OR WELFARE OF THE PUBLIC, DOES NOT CONFORM TO THE REQUIREMENTS OF THE GOVERNING BODY WITH RESPECT TO ",3,N,HAMPTON,INITIAL HEARING,7/24/2009,12/01/09,,,,,,,APPLICATION GRANTED WITH RESTRICTION
868,MARKER 20,22235,21 E QUEENS WAY,HAMPTON,VA,23669,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,4/22/2010,06/02/10,," $ 2,000.00 ",,,,,
25,COMMUNITY MART,38222,2210A OLD WILLIAMSBURG ROAD,YORKTOWN,VA,23690,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,1/30/2009,07/17/09,," $ 2,000.00 ",,,,,
362,SUPER SHIN,54713,3962 GEORGE WASHINGTON MEM HWY,YORKTOWN,VA,23692,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,8/25/2009,11/24/09,," $ 2,000.00 ",,,,,
797,AMF YORK LANES #250,77726,4200 GEORGE WASHINGTON MEM HWY,YORKTOWN,VA,23692,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,3/15/2010,04/28/10,," $ 2,000.00 ",,,,,
452,VALLEY FOOD STORE 75213,75213,3333 PORTSMOUTH BLVD,PORTSMOUTH,VA,23701,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,10/8/2009,01/04/10,," $ 2,000.00 ",,,,,
559,SUNOCO MART,47805,2910 VICTORY BLVD,PORTSMOUTH,VA,23702,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,10/8/2009,02/08/10,," $ 2,000.00 ",,,,,
101,THE BARREL RESTAURANT & LOUNGE,49555,3221 TYRE NECK ROAD,PORTSMOUTH,VA,23703,"QUALIFICATIONS TO RETAIN MB LICENSE-""RESTAURANT""-(RATIO PROVISION)",1,N,CHESAPEAKE,CONSENT SETTLEMENT,10/31/2008,08/05/09,," $ 1,000.00 ",,,,,
183,KANGS AMOCO,73321,2600 FREDERICK BLVD,PORTSMOUTH,VA,23704,UAB,1,Y,CHESAPEAKE,APPEAL HEARING,12/10/2008,08/28/09,30," $ 3,000.00 ",5,,,,
392,BLUE JACKET INN,53784,3219 GEORGE WASHGINGTON HWY,PORTSMOUTH,VA,23704,FAILED TO KEEP RECORDS (GENERAL) AND MAKE AVAILABLE FOR INSPECTION,1,N,CHESAPEAKE,INITIAL HEARING,4/30/2009,12/08/09,,,,,,Y,DISMISSED
608,AMORE CASUAL ITALIAN,45839,606 HIGH STREET,PORTSMOUTH,VA,23704,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,10/8/2009,02/18/10,," $ 2,000.00 ",,,,,
819,KRUSH,44442,515 WASHINGTON STREET,PORTSMOUTH,VA,23704,CEASES TO QUALIFY AS RESTAURANT,1,N,CHESAPEAKE,INITIAL HEARING,7/1/2008,05/10/10,10, $ 750.00 ,,,,,
12,STOVE,43765,2622 DETROIT STREET,PORTSMOUTH,VA,23707,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,12-12-008,07/06/09,,"$2,000.00",,,,,
732,MID CITY FOOD MART,51316,3111 TURNPIKE RD,PORTSMOUTH,VA,23707,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,2/17/2010,03/29/10,25,,,,,,
9,MY WAY RESTAURANT,49369,2870 COUNTY DRIVE,PETERSBURG,VA,23803,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,5/1/2009,07/06/09,," $ 2,000.00 ",,,,,
151,RAMADA PLAZA,3308,380 E WASHINGTON STREET,PETERSBURG,VA,23803,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,6/25/2009,08/20/09,," $ 2,000.00 ",,,,,
546,DINWIDDIE SHELL,52368,23822 AIRPORT STREET,PETERSBURG,VA,23803,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,10/7/2009,02/04/10,25,,,,,,
673,GO GO MARKET,59892,2128 WEST WASHINGTON ST,PETERSBURG,VA,23803,"SO LOCATED-VIOLATIONS-""PEACE AND GOOD ORDER""; SO LOCATED ...AFFECT REAL PROPERTY VALUES",2,N,RICHMOND,INITIAL HEARING,11/17/2009,03/03/10,,,,,,,APPLICATION- LICENSE GRANTED_PROCEEDINGS TERMINATED
747,ANDRADES INTERNATIONAL RESTAURANT,42595,7 BOLLINGBROOK STREET,PETERSBURG,VA,23803,UAB,1,Y,RICHMOND,APPEAL HEARING,9/23/2009,04/08/10,30," $ 3,000.00 ",3,,, ,3-DAY SUSPENSION/MON. - THUR.
748,PEOPLES FOOD MARKET,61678,820 HARDING STREET,PETERSBURG,VA,23803,"SO LOCATED/PEACE & GOOD ORDER, LEARNING CENTER AND RESIDENTIAL AREA",3,N,RICHMOND,APPEAL HEARING,11/16/2009,04/08/10,, $ -   ,,12,,Y,APPLICATION GRANTED
809,PEOPLES FOOD MARKET,61678,820 HARDING STREET,PETERSBURG,VA,23803,"SO LOCATED/PEACE & GOOD ORDER, LEARNING CENTER AND RESIDENTIAL AREA",3,N,RICHMOND,APPEAL HEARING,11/16/2009,05/06/10,,,,12,,,APPLICATION GRANTED
217,TWINS EXPRESS,2007,2755 S CRATER ROAD,PETERSBURG,VA,23805,UAB,1,Y,RICHMOND,INITIAL HEARING,5/1/2009,09/04/09,30," $ 3,000.00 ",10,,,,
675,COLONIAL DOWNS FOOD & BEVERAGE,41001,24 COLONIAL DOWNS PL,ALBERTA,VA,23821,UAB,1,N,RICHMOND,INITIAL HEARING,5/29/2009,03/03/10,,,,,,Y,DISMISSED
875,BLACKSTONE LODGE 1084 LOOM,27717,1746 COX RD,BLACKSTONE,VA,23824,ALLOWED 2 NONMEMBERS/GUESTS TO PATRONIZE; SOLD TO UNAUTHORIZED PERSON,2,N,RICHMOND,INITIAL HEARING,1/16/2010,06/07/10,15," $ 1,000.00 ",,,,,
557,UPPYS XXXVII,42030,2421 W HUNDRED ROAD,CHESTER,VA,23831,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,11/21/2009,02/08/10,," $ 2,000.00 ",,,,,
571,CHESTER EZ MART,57239,4300 W HUNDRED ROAD,CHESTER,VA,23831,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,11/21/2009,02/11/10,," $ 2,000.00 ",,,,,
694,WAWA #670,10905,11021 IRON BRIDGE ROAD,CHESTER,VA,23831,UAB,1,Y,RICHMOND,OFFER-IN-COMPROMISE,12/28/2009,03/15/10,," $ 5,000.00 ",,,,,
714,IN & OUT CONVENIENT STORE,57600,11936C CENTRE ST,CHESTER,VA,23831,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,1/9/2010,03/24/10,," $ 2,000.00 ",,,,,
803,CENTRAL PARK DELI,70711,12744 JEFFERSON DAVIS HWY,CHESTER,VA,23831,OWNER CONVICTED OF FELONY; CONVICTED OF ALCOHOL LAW x 2,3,N,RICHMOND,INITIAL HEARING,9/23/2008,04/29/10,,,,,Y,,REVOKED
39,COLONIAL ITALIAN RESTAURANT AND PIZZA,43538,1 DUNLAP VILLAGE SHOPPING CTR,COLONIAL HEIGHTS,VA,23834,UAB,1,N,RICHMOND,APPEAL HEARING,9/23/2008,07/21/09,20," $ 1,500.00 ",,,,,
205,LOS BANDIDOS RESTAURANT,50035,170 SOUTHGATE SQUARE SHOPPING CENTER,COLONIAL HEIGHTS,VA,23834,DESIGNATED MANAGER NOT ON DUTY,1,N,RICHMOND,CONSENT SETTLEMENT,6/26/2009,09/01/09,, $ 500.00 ,,,,,
237,LONE STAR STEAKHOUSE & SALOON,75720,2001 SOUTHPARK BLVD,COLONIAL HEIGHTS,VA,23834,FAILED TO OBLITERATE M.B. STAMPS,1,N,RICHMOND,CONSENT SETTLEMENT,3/10/2009,09/11/09,, $ 500.00 ,,,,,
287,APPLEBEES NEIGHBORHOOD GRILL & BAR,50388,449 SOUTHPARK CIRCLE,COLONIAL HEIGHTS,VA,23834,"UAB, CONSUMPTION OF A.B. BY INTOX PERSON",2,N,RICHMOND,INITIAL HEARING,9/14/2008,10/23/09,,,,,,Y,DISMISSED
477,LA TAPATIA,42796,17210 JEFFERSON DAVIS HWY,COLONIAL HEIGHTS,VA,23834,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,9/19/2009,01/04/10,25,,,,,,
491,LONE STAR STEAKHOUSE & SALOON,75720,2001 SOUTHPARK BLVD,COLONIAL HEIGHTS,VA,23834,MEETING PLACE OR RENDEZVOUS FOR (USERS OF NARCOTICS/DRUNKS/ETC)-(6 COUNTS),6,N,RICHMOND,OFFER-IN-COMPROMISE,9/22/2008,01/20/10,," $ 12,000.00 ",,,,,
641,BOULEVARD FLOWER GARDENS AT RUFFIN MILL,47189,2100 RUFFIN MILL ROAD,COLONIAL HEIGHTS,VA,23834,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,12/5/2009,02/24/10,," $ 2,000.00 ",,,,,
764,KANGAROO EXPRESS # 3109,3143,891 TEMPLE AVE,COLONIAL HEIGHTS,VA,23834,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,1/12/2010,04/12/10,," $ 2,000.00 ",,,,,
293,RIVERS BEND GOLF COURSE,40860,11700 HOGANS ALLEY,CHESTER,VA,23836,"QUALIFICATIONS TO RETAIN MB LICENSE-""RESTAURANT""",1,N,RICHMOND,INITIAL HEARING,11/30/2008,10/23/09,10," $ 1,000.00 ",,,,,
349,NARITA JAPANESE RESTAURANT & SUSHI BAR,11528,13115 RIVERS BEND BLVD,CHESTER,VA,23836,UAB,1,Y,RICHMOND,INITIAL HEARING,3/20/2009,11/13/09,30," $ 3,000.00 ",10,,,,
357,DON JOSE MEXICAN RESTAURANT,43072,2102 W HUNDRED ROAD,CHESTER,VA,23836,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,9/19/2009,11/24/09,," $ 2,000.00 ",,,,,
609,7 ELEVEN STORE 2516 16833 H,283,1000 E HUNDRED ROAD,CHESTER,VA,23836,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,11/21/2009,02/18/10,," $ 2,000.00 ",,,,,
660,"SALEM & SONS, LLC",33938,13909 BOYDTON PLANK ROAD,DINWIDDIE,VA,23841,DESIGNATED MANAGER NOT POSTED,1,Y,RICHMOND,INITIAL HEARING,6/26/2009,03/02/10,7, $ 500.00 ,,,,,
145,M S 58 PLAZA INC,7684,1001 PLEASANT SHADE ROAD,EMPORIA,VA,23847,GAMBLING,1,N,HAMPTON,OFFER-IN-COMPROMISE,5/6/2009,08/14/09,," $ 1,000.00 ",,,,,
121,JOLLY ROGERS,34284,2510 OAKLAWN BLVD,HOPEWELL,VA,23860,"QUALIFICATIONS TO RETAIN MB LICENSE-""RESTAURANT""",1,N,RICHMOND,INITIAL HEARING,10/31/2008,08/11/09,7, $ 500.00 ,,,,,
556,BROTHERS MILLER MART,44789,930 COUSINS AVENUE,HOPEWELL,VA,23860,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,12/5/2009,02/08/10,," $ 2,000.00 ",,,,,
692,ALBERT LEE MILLS VFW POST 10387,11270,206 WINSTON CHURCHILL DRIVE,HOPEWELL,VA,23860,"NON MEMBERS TO PATRONIZE (X2), SOLD UNAUTHORIZED AB (X2), REFILLED OR PARTIALLY REFILLED, NOT OPERATE A PRIVATE ESTABLISHMENT ",6,N,RICHMOND,OFFER-IN-COMPROMISE,7/7/2009,03/15/10,0," $ 2,000.00 ",,,,,
221,VIRGINIA HOUSE OF COMEDY ENTERTAINMENT COMPLEX,49357,4217 CROSSINGS BLVD,PRINCE GEORGE,VA,23875,"QUALIFICATIONS TO RETAIN M.B. LICENSE-""RESTAURANT""  ",1,N,RICHMOND,INITIAL HEARING,11/30/2008,09/04/09,,,,12,,,
700,COMFORT INN OF HOPEWELL,45411,5380 OAKLAWN BLVD,PRINCE GEORGE,VA,23875,UAB,1,N,RICHMOND,OFFER-IN-COMPROMISE,2/2/2010,03/18/10,," $ 1,500.00 ",,,,,
110,SURRY MARKET,50263,11939 ROLFE HWY,SURRY,VA,23883,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,6/1/2009,08/05/09,," $ 2,000.00 ",,,,,
67,PLANTATION PEANUTS,50531,509 N COUNTY DRIVE,WAKEFIELD,VA,23888,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,6/8/2009,07/29/09,25,,,,,,
90,7 ELEVEN STORE 2511 21335H,26575,103 W MAIN STREET,WAKEFIELD,VA,23888,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,6/1/2009,08/05/09,," $ 2,000.00 ",,,,,
401,UPPYS XI,37593,111 COUNTY DRIVE,WAKEFIELD,VA,23888,UAB,1,Y,HAMPTON,INITIAL HEARING,6/1/2009,12/08/09,30," $ 3,000.00 ",10,,,,
