RECORD CONTROL NUMBER,LICENSEE NAME,ABC LICENSE #,PHYSICAL ADDRESS,CITY,STATE,ZIP,CHARGES,NUMBER OF CHARGES,REPEAT ABC OFFENSE?,REGION,DISPOSITION METHOD,VIOLATION DATE,CONTINUANCE?,DATE AVAILABLE TO H & A,DATE HEARD,DECISION DATE,DISPOSITION DATE,SUSPENSION (DAYS), CIVIL PENALTY ($) ,MANDATORY SUSP. W/ CIVIL PENALTY (DAYS),PROBATION (MONTHS),REVOKED (Y/N),DISMISSED (Y/N),OTHER,,,,,,,,,,
312,MIRRO'Z RESTAURANT & LOUNGE,79372,2710 WEST MERCURY BOULEVARD,HAMPTON,VA,23666,"APPLICANT MISREPRESENTED A MATERAL FACT IN APPLYING TO THE BOARD FOR LICENSE, AND APPLICANT HAS NOT DEMONSTRATED FINANCIAL RESPONSIBILITY SUFFICENT TO MEET THE REQUIREMENTS OF THE BUSINESS PROPOSED TO BE LICENSED",2,N,HAMPTON,APPEAL HEARING,1/18/2012,Y,6/4/2012,7/7/2012,8/24/2012,12/17/2012,,,,,,,APPLICATION - LICENSE REFUSED,,,,,,,,,,
316,7 ELEVEN STORE 2516 34308 A,66301,2 VILLAGE DRIVE,HAMPTON,VA,23666,UAB,1,Y,HAMPTON,OFFER IN COMPROMISE,9/10/2012,Y,9/19/2012,,,12/5/2012,," $ 4,500.00 ",,,,,,,,,,,,,,,
406,THE COMFORT ZONE,62275,1118 W MERCURY BOULEVARD,HAMPTON,VA,23666,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,11/6/2012,N,12/10/2012,,,1/10/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
455,WING BISTRO,79124,2274 EXECUTIVE DR,HAMPTON,VA,23666,"LICENSEE PURCHASED ALCOHOLIC BEVERAGES FROM THE BOARD, EXCEPT FOR CASH",2,Y,HAMPTON,INITIAL HEARING,5/31/2012,N,9/4/2012,11/29/2012,12/21/2012,1/24/2013,,,,,,,NO PENALTY IMPOSED,,,,,,,,,,
482,KELLYS TAVERN,47031,1934 COLISEUM DR,HAMPTON,VA,23666,GROSS RECEIPTS OF FOOD AND NONALCOHOLIC VEVERAGES < 45% OF GROSS RECEIPTS FROM MIXED BEVERAGES AND FOOD,1,N,HAMPTON,INITIAL HEARING,7/31/2012,N,11/6/2012,1/7/2013,1/22/2013,2/25/2013,10," $ 1,000.00 ",,,,,,,,,,,,,,,
665,PLAZA AZTECA,39555,50 TOWN CENTER WAY,HAMPTON,VA,23666,LICENSEE CONDUCTED HAPPY HOUR CONTRARY TO THE RULES AND REGULATIONS OF THE BOARD,1,N,HAMPTON,CONSENT SETTLEMENT,5/5/2013,N,5/29/2013,,,6/13/2013,, $ 500.00 ,,,,,,,,,,,,,,,
180,7 ELEVEN STORE 2516-34310 H,62097,1401 W QUEEN STREET,HAMPTON,VA,23669,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,9/10/2012,N,9/19/2012,,,10/4/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
260,APPLES & ONIONS,66912,1263 N KING ST,HAMPTON,VA,23669,"PLACE DOES NOT CONFORM TO REQUIREMENTS OF GOVERNING BODY OF CITY OF HAMPTON, ESTABLISHMENT CEASES TO QUALIFY AS A ""RESTAURANT"" X2; LINCEE IS NOT OPERATING",4,N,HAMPTON,INITIAL HEARING,6/28/2012,N,7/25/2012,8/13/2012,10/2/2012,11/6/2012,,,,,Y,,,,,,,,,,,,
660,NEW LIFE 2,81836,1303 N KING ST,HAMPTON,VA,23669,LICENSEE CONVICTED OF FELONY OR OFFENSE INVOLVING MORAL TURPITUDE,1,N,HAMPTON,INITIAL HEARING,2/5/2013,N,2/6/2013,3/18/2013,5/6/2013,6/6/2013,,,,,,,APPLICATION - LICENSE GRANTED,,,,,,,,,,
168,YORKTOWN PUB,46593,540 WATER STREET,YORKTOWN,VA,23690,FAILED TO TIMELY SUBMIT ANNUAL REVIEW REPORT,1,N,HAMPTON,OFFER IN COMPROMISE,7/18/2012,N,8/3/2012,,,10/2/2012,, $ 500.00 ,,,,,,,,,,,,,,,
374,NANCY THOMAS GALLERY,66820,145 BALLARD STREET,YORKTOWN,VA,23690,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,11/10/2012,N,11/30/2012,,,1/4/2013,25,,,,,,,,,,,,,,,,
181,CACTUS,28653,6401 GEORGE WASHINGTON MEMORIAL HIGHWAY,YORKTOWN,VA,23692,UAB,Y,N,HAMPTON,CONSENT SETTLEMENT,9/1/2012,N,9/12/2012,,,10/4/2012,, $ 500.00 ,,,,,,,,,,,,,,,
188,GUSS NEW YORK PIZZA,41325,"6500 G W MEMORIAL HWY, UNIT O",YORKTOWN,VA,23692,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,9/16/2012,N,9/21/2012,,,10/12/2012,25,,,,,,,,,,,,,,,,
578,FOOD LION 641,9750,8100 GEORGE WASHINGTON HIGHWAY,YORKTOWN,VA,23692,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,3/7/2013,N,3/22/2013,,,4/23/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
462,7 ELEVEN STORE 10878-A,66422,5001 PORTSMOUTH BLVD.,PORTSMOUTH,VA,23701,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,11/4/2012,N,12/13/2012,,,1/31/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
421,BRUTTIS,10579,463 COURT ST,PORTSMOUTH,VA,23704,CAUSE EXISTS FOR WHICH THE BOARD WOULD BE ENTITLED TO REFUSE TO ISSUE A LICENSE…WITH RESPECT TO CHURCH…OPERATION HAS ADVERSELY AFFECTED NORMAL ORDERLY CONDUCT; CAUSE EXISTS FOR WHICH THE BOARD WOULD BE ENTITLED TO REFUSE TO ISSUE A LICENSE…WITH RESPECT TO RESIDENCES...OPERATION HAS ADVERSELY AFFECTED REAL PROPERTY VALUES OR INTERFERED WITH USUAL QUITUDE AND TRANQUILITY; CAUSE EXISTS FOR WHICH THE BOARD WOULD BE ENTITLED TO REFUSE TO ISSUE A LICENSE…LICENSEE IS SO LOCATED THAT VIOLATIONS OF TEH ABC ACT  OR OTHER LAWS OF THE COMMONWEALTH RELATING TO PEACE AND GOOD ORDER HAVE RESULTED,3,N,CHESAPEAKE,INITIAL HEARING,2/16/2012,Y,5/23/2012,11/28/2012,12/4/2012,1/11/2013,,,,,,,APPLICATION - RESTRICTIONS IMPOSED,,,,,,,,,,
401,7 ELEVEN STORE 2511 24636-H,35206,1500 AIRLINE BOULEVARD,PORTSMOUTH,VA,23707,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,11/4/2012,N,12/11/2012,,,1/10/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
124,SEOUL FUSION,62067,1714 E WASHINGTON ST,PETERSBURG,VA,23803,PERMITTED MIHWA BOETT TO BE IN CHARGE OF THE BUSINESS AND FAILED TO KEEP HER NAME POSTED,1,N,RICHMOND,INITIAL HEARING,2/23/2012,N,5/31/2012,7/10/2012,8/1/2012,9/6/2012,,,,,,Y,DISMISSED,,,,,,,,,,
329,COCKADE CITY GRILL,28445,305 N SYCAMORE AVE,PETERSBURG,VA,23803,UAB,1,Y,RICHMOND,INITIAL HEARING,6/19/2012,N,8/17/2012,10/31/2012,11/19/2012,12/21/2012,5," $ 1,000.00 ",,,,,,,,,,,,,,,
441,HALIFAX FOOD CENTER,45400,303 HALIFAX STREET,PETERSBURG,VA,23803,UAB,1,Y,RICHMOND,CONSENT SETTLEMENT,11/13/2012,N,12/13/2012,,,1/24/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
57,THE PIT STOP,41767,21019 E COLONIAL TRAIL HIGHWAY,BLACKSTONE,VA,23824,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,6/4/2012,N,6/27/2012,,,7/27/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
371,RITE AID #11301,77083,5509 W HUNDRED ROAD,CHESTER,VA,23831,UAB,1,Y,RICHMOND,CONSENT SETTLEMENT,11/2/2012,N,11/28/2012,,,1/4/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
396,VENUS DE MILO,52901,"3635 BOULEVARD, SUITE A",COLONIAL HEIGHTS,VA,23834,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,11/13/2012,N,12/11/2012,,,1/10/2013,25,,,,,,,,,,,,,,,,
437,HOLIDAY INN RICHMOND SOUTH TRI CITIES,51959,401 E ROSLYN ROAD,COLONIAL HEIGHTS,VA,23834,MBAR,1,N,RICHMOND,OFFER IN COMPROMISE,7/31/2012,N,12/6/2012,,,1/22/2013,, $ 500.00 ,,,,,,,,,,,,,,,
527,BUBBAS CHIKIN & THANGS,68922,17607 JAMES RIVER DRIVE,DISPUTANTA,VA,23842,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,1/28/2013,N,2/14/2013,,,3/25/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
97,WAL MART SUPERCENTER #2805,16175,303 MARKET DRIVE,EMPORIA,VA,23847,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,6/25/2012,N,7/23/2012,,,8/21/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
103,PUEBLO VIEJO AUTHENTIC MEXICAN CUISINE,62414,921 W ATLANTIC STREET,EMPORIA,VA,23847,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,6/25/2012,N,7/24/2012,,,8/24/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
13,COMMUNITY FOOD MART,55813,325 S MESA DRIVE,HOPEWELL,VA,23860,UAB,1,Y,RICHMOND,CONSENT SETTLEMENT,4/23/2012,N,6/8/2012,,,7/9/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
470,GOLDEN EXPRESS,66038,100 S 15TH AVENUE,HOPEWELL,VA,23860,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,12/4/2012,N,12/21/2012,,,2/8/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
654,THE RED BARN,13706,500 E RANDOLPH ROAD,HOPEWELL,VA,23860,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,54/5/13,N,5/6/2013,,,6/5/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
360,FOOD BARN,61357,11206 DOYLE BLVD.,McKENNEY,VA,23872,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,11/13/2012,N,11/30/2012,,,1/4/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
255,LA HACIENDA MEXICAN BAR AND GRILL,64521,101 S COUNTY DRIVE,WAVERLY,VA,23890,UAB; FAILED TO HAVE A DESIGNATED MANAGER PRESENT,1,N,HAMPTON,CONSENT SETTLEMENT,9/6/2012,N,9/17/2012,,,10/31/2012,25,,,,,,,,,,,,,,,,
327,WORSHAM GROCERY,73600,6309 FARMVILLE RD,FARMVILLE,VA,23901,UAB; FAILED TO KEEP NAME POSTED ,2,Y,LYNCHBURG,INITIAL HEARING,6/21/2012,N,8/6/2012,11/7/2012,11/16/2012,12/19/2012,60," $ 5,500.00 ",15,,,,,,,,,,,,,,
636,PUMP & PANTRY,55858,3810 W 3RD ST,FARMVILLE,VA,23901,UAB,1,N,LYNCHBURG,INITIAL HEARING,10/2/2012,N,1/9/2013,4/3/2013,4/18/2013,5/21/2013,25," $ 2,000.00 ",,,,,,,,,,,,,,,
537,UPPY'S VI,3609,402 VIRGINIA ABENUE,CLARKSVILLE,VA,23927,UAB,1,Y,LYNCHBURG,OFFER IN COMPROMISE,11/6/2012,N,12/13/2012,,,4/2/2013,," $ 1,500.00 ",,,,,"MGR TO ATTEND MART JUNE 4, 2013",,,,,,,,,,
652,BIG DOGS,81167,16092 W COLONIAL TRAIL HIGHWAY,CREWE,VA,23930,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,4/11/2013,N,5/6/2013,,,6/5/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
417,202 MARKET,45236,"202 MARKET ST, SEE",ROANOKE,VA,24011,GROSS RECEIPTS OF FOOD AND NONALCOHOLIC VEVERAGES < 45% OF GROSS RECEIPTS FROM MIXED BEVERAGES AND FOOD,1,Y,ROANOKE,INITIAL HEARING,4/30/2012,N,10/4/2012,11/9/2012,11/29/2012,1/11/2013,7, $ 750.00 ,,,,,,,,,,,,,,,
16,SHEETZ 300,11141,1212 WILLIAMSON RD,ROANOKE,VA,24012,"FAILED TO KEEP COMPLETE, ACCURATE, AND SEPARATE RECORDS",1,N,ROANOKE,INITIAL HEARING,7/26/2011,Y,8/10/2011,4/5/2012,4/30/2012,7/9/2012,,,,,,,NO PENALTY IMPOSED,,,,,,,,,,
21,SIDE TRACKS SPORTS BAR & GRILL,68009,"2404 ORANGE AVE, NE",ROANOKE,VA,24012,CANNOT DEMONSTRATE FINANCIAL RESPONSIBILITY,1,N,ROANOKE,INITIAL HEARING,2/3/2012,N,2/15/2012,4/5/2012,6/5/2012,7/11/2012,7, $ 500.00 ,,12,,,,,,,,,,,,,
46,LONGHORN STEAKHOUSE #5399,69294,"4845 VALLEY VIEW BLVD, NW",ROANOKE,VA,24012,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,6/5/2012,N,6/20/2012,,,7/20/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
107,EL ESTABLO,63541,5436 WILLIAMSON RD,ROANOKE,VA,24012,"FAIL TO TIMELY SUBMIT ANNUAL REVIEW REPORT FOR YEAR ENDING JANUARY 31, 2012",1,Y,ROANOKE,INITIAL HEARING,4/17/2012,N,4/25/2012,6/5/2012,7/16/2012,8/24/2012,,,,,Y,,,,,,,,,,,,
119,MARKELL'S BAR & GRILL,62514,3107 WILLIAMSON RD,ROANOKE,VA,24012,ESTABLISHMENT CEASES TO QUALIFY AS A RESTAURANT; GROSS RECEIPTS FROM SALE OF FOOD AND NONALCOHOLIC BEVERAGES <45% OF GROSS RECEIPTS FROM SALE OF MIXED BEVERAGES AND FOOD,2,Y,ROANOKE,INITIAL HEARING,12/31/2011,Y,3/6/2012,5/9/2012,7/26/2012,9/6/2012,10," $ 1,000.00 ",5,,,,,,,,,,,,,,
131,EL ESTABLO,63541,5436 WILLIAMSON ROAD,ROANOKE,VA,24012,FINANCIAL RESPONSIBILITY,1,N,ROANOKE,APPEAL HEARING,11/16/2011,Y,11/30/2011,1/4/2012,2/18/2012,9/12/2012,,,,,Y,,,,,,,,,,,,
633,MARKELLS BAR & GRILL,62514,3107 WILLIAMSON RD NW,ROANOKE,VA,24012,FAIL TO TIMELY SUBMIT MBAR,1,N,ROANOKE,INITIAL HEARING,12/1/2012,N,2/13/2013,4/2/2013,4/10/2013,5/21/2013,7, $ 750.00 ,,,,,,,,,,,,,,,
464,STAR VALLEY FOOD MART,80189,1614 9TH STREET,ROANOKE,VA,24013,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,11/6/2012,N,12/13/2012,,,1/31/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
585,THE BRIDGE ST GRILLE,63062,702 BRIDGE ST,ROANOKE,VA,24015,FAILS TO QUALIFY AS A RESTAURANT,1,Y,ROANOKE,INITIAL HEARING,4/30/2012,N,12/5/2012,1/28/2013,3/27/2013,4/30/2013,10," $ 1,000.00 ",,,,,,,,,,,,,,,
289,M&R STOP MART,63603,716 MARSHALL AVE SW,ROANOKE,VA,24016,LICENSEE FAILED OR REFUSED TO COMPLY WITH A CONDITION/RESTRICTION OF THE LICENSE,1,N,ROANOKE,INITIAL HEARING,5/8/2012,Y,6/8/2012,9/11/2012,10/4/2012,11/26/2012,10," $ 1,000.00 ",,,,,,,,,,,,,,,
112,FOOD LION 1652,9930,629 PETERS CREEK ROAD NW,ROANOKE,VA,24017,UAB,1,Y,ROANOKE,OFFER IN COMPROMISE,6/6/2012,Y,6/20/2012,,,8/31/2012,," $ 5,000.00 ",,,,,,,,,,,,,,,
447,QUICK MART I,40892,3050 SALEM TURNPIEK NW,ROANOKE,VA,24017,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,11/10/2012,N,12/14/2012,,,1/24/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
343,WALGREENS 05216,63163,4049 BRAMBLETON AVE.,ROANOKE,VA,24018,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,9/21/2012,N,11/13/2012,,,12/28/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
429,STAR CITY COFFEE HOUSE,65021,3334 BRAMBLETON AVENUE SW,ROANOKE,VA,24018,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,11/6/2012,N,12/7/2012,,,1/14/2013,25,,,,,,,,,,,,,,,,
472,KOBE JAPANESE STEAK HOUSE,77472,"3214 ELECTRIC ROAD, STE 101",ROANOKE,VA,24018,UAB,1,N,ROANOKE,OFFER IN COMPROMISE,11/10/2012,N,12/7/2012,,,2/7/2013,," $ 1,000.00 ",,,,,,,,,,,,,,,
532,JIMMY Vs RESTAURANT,21716,3404 BRANDON AVENUE SW,ROANOKE,VA,24018,UAB,1,N,ROANOKE,OFFER IN COMPROMISE,9/21/2012,Y,11/9/2012,,,3/15/2013,,,,6,,Y,3VAC5-70-250B - MART-RSVP CHGE DISMISSED AFTER 6 MONTHS,,,,,,,,,,
165,FAMOUS ANTHONYS,4848,6499 WILLIAMSON ROAD,ROANOKE,VA,24019,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,7/24/2012,N,8/23/2012,,,9/24/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
322,ORANGE MARKET 3,44104,1823 THOMPSON MEMORIAL DRIVE,ROANOKE,VA,24019,UAB,1,Y,ROANOKE,OFFER IN COMPROMISE,9/24/2012,Y,10/18/2012,,,12/18/2012,," $ 4,000.00 ",,,,,ALL STAFF TO ATTEND RSVP AND ALL MANAGERS TO ATTEND MART,,,,,,,,,,
80,BULL & BONES BREWHAUS & GRILL,55195,"1470 S MAIN ST, SUITE 120",BLACKSBURG,VA,24060,LICENSEE ALLOWED CONSUMPTION OF ALCOHOLIC BEVERAGES BETWEEN THE HOURS OF OF 2:00 A.M. AND 6:00 A.M. ,1,N,ROANOKE,CONSENT SETTLEMENT,5/11/2012,N,7/5/2012,,,8/14/2012,," $ 1,000.00 ",,,,,,,,,,,,,,,
350,KROGER 210,77978,903 UNIVERSITY CITY BLVD.,BLACKSBURG,VA,24060,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,9/20/2012,N,11/19/2012,,,1/4/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
383,FAMOUS ANTHONYS,80211,1353 S MAIN STREET,BLACKSBURG,VA,24060,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,9/29/2012,N,11/19/2012,,,1/8/2013,25,,,,,,,,,,,,,,,,
391,FOOD LION 2573,27765,801 HETHWOOD BLVD.,BLACKSBURG,VA,24060,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,9/29/2012,N,11/19/2012,,,1/9/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
398,HETHWOOD MARKET,62026,820 HEATHER DRIVE,BLACKSBURG,VA,24060,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,9/29/2012,N,11/19/2012,,,1/10/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
474,THE HOKIE HOUSE RESTARUANT,59108,322 N. MAIN STREET,BLACKSBURG,VA,24060,UAB,1,N,ROANOKE,OFFER IN COMPROMISE,9/29/2012,N,11/19/2012,,,2/7/2013,," $ 5,000.00 ",,,,,RSVP W/IN NEXT 6 MONTHS AND MART FOR 2 MGRS.,,,,,,,,,,
533,7 ELEVEN STORE 18233A,68737,1350 N MAIN STREET,BLACKSBURG,VA,24060,UAB,1,N,ROANOKE,OFFER IN COMPROMISE,9/29/2012,N,11/19/2012,,,3/15/2013,," $ 1,500.00 ",,,,,,,,,,,,,,,
615,BLUE RIDGE SERVICE CENTER,24274,3750 BLUE RIDGE BOULEVARD,BLUE RIDGE,VA,24064,UAB,1,N,ROANOKE,OFFER IN COMPROMISE,4/4/2013,N,4/23/2013,,,5/15/2013,, $ 500.00 ,,,,,MART - OWNER AND MANAGER - RSVP FOR SELLER,,,,,,,,,,
248,AMERIMART,80441,3250 N FRANKLIN STREET,CHRISTIANSBURG,VA,24073,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,9/14/2012,N,10/4/2012,,,10/31/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
426,STOP IN FOOR STORES 242,63462,2375 ROANOKE STREET,CHRISTIANSBURG,VA,24073,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,11/10/2012,N,12/14/2012,,,1/14/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
306,SALI MINI MART DISCOUNT TOBACCO,63777,1721 ROANOKE ROAD,DALEVILLE,VA,24083,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,9/14/2012,N,11/9/2012,,,12/7/2012,25," $ 2,000.00 ",,,,,,,,,,,,,,,
65,DUBLIN HANDY MART,42171,4625 CLEBURNE BLVD,DUBLIN,VA,24084,UAB,1,Y,SOUTHWEST,OFFER IN COMPROMISE,2/7/2012,Y,2/14/2012,,,7/31/2012,," $ 4,000.00 ",,,,,,,,,,,,,,,
183,THE VIRGINIA HOME INN LLC,80369,986 FIELD AVE,FIELDALE,VA,24089,SO LOCATED WITH RESPECT TO A SCHOOL THAT OPERATION WILL ADVERSELY AFFECT OR INTERFERE WITH NORMAL ORDERLY CONDUCT,1,N,ROANOKE,INITIAL HEARING,6/1/2012,N,7/30/2012,8/22/2012,8/31/2012,10/9/2012,,,,,,,APPLICATION - GRANTED,,,,,,,,,,
294,THE SPORTSMAN ,68950,15111 SMITH MOUNTAIN LAKE PKWAY,HUDDLESTON,VA,24104,"FINANCIAL RESPONSIBILITY, DOES NOT CONFORM TO THE REQUIREMENTS OF THE GOVERNING BODY OF BEDFORE CO. WITH RESPECT TO SANITATION, HEALTH, CONSTRUCTION, OR EQUIPMENT OR TO ANY SIMILAR REQUIREMENTS ESTABLISHED BY THE LAW OF THE COMMONWEALTH OR BY THE BOARD",2,N,ROANOKE,APPEAL HEARING,3/20/2012,Y,5/2/2012,6/4/2012,7/19/2012,11/29/2012,,,,,Y,,,,,,,,,,,,
444,"ROBBIES M ARKET & DELI, INC.",60144,16450 WYATTS WAY,HUDDLESTON,VA,24104,UAB,1,N,ROANOKE,OFFER IN COMPROMISE,11/12/2012,N,12/14/2012,,,1/24/2013,10,, ,,,,,,,,,,,,,,
614,WHITE HOUSE CORNER STORE,76508,11674 SMITH MOUNTAIN LAKE PKY,HUDDLESTON,VA,24104,UAB,1,Y,ROANOKE,OFFER IN COMPROMISE,11/14/2012,Y,12/7/2012,,,5/15/2013,," $ 4,000.00 ",2,,,,,,,,,,,,,,
230,COMMUNITY MARKET INC 2,76043,314 FAYETTE ST,MARTINSVILLE,VA,24112,"ROBERT GRAVELY WAS CONVICTED OF FELONIES OR CRIME INVOLVING MORAL TURPITUDE; LICENSEE FAILED TO REPORT CHANGES TO THE OFFICER, DIRECTORS OR SHAREHOLDERS, LICENSEE NOT LEGITIMATE OWNER",3,N,ROANOKE,INITIAL HEARING,1/17/2012,Y,2/28/2012,6/5/2012,7/19/2012,10/19/2012,7, $ 500.00 ,,24,,Y,,,,,,,,,,,
418,HUGOS FOOD SPORTS & SPIRITS,54390,10 E CHURCH ST,MARTINSVILLE,VA,24112,MBAR,1,N,ROANOKE,INITIAL HEARING,9/30/2011,Y,8/14/2012,11/9/2012,11/29/2012,1/11/2013,7, $ 500.00 ,,,,,,,,,,,,,,,
599,PRICES MINI MART,78897,407 BRIDGE STREET S,MARTINSVILLE,VA,24112,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,10/22/2012,N,3/14/2013,,,5/3/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
569,MINS CHINA CITY,65001,400 SCRUGGS ROAD,MONETA,VA,24121,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,2/27/2013,N,3/29/2013,,,4/16/2013,25,,,,,,,,,,,,,,,,
409,SUPER VAL U,79587,2713 VIRGINIA AVENUE,NARROWS,VA,24124,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,10/2/2012,N,11/9/2012,,,1/10/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
468,PEMBROOK STOP N SAVE,45209,138 GRILL ROAD,PEMBROKE,VA,24136,UAB,1,Y,ROANOKE,CONSENT SETTLEMENT,12/12/2012,N,1/11/2013,,,2/8/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
156,BT'S,36677,218 TYLER AVE,RADFORD,VA,24141,TYLER EVANS HAS BEEN CONVICTED OF FELONY OR ANY CRIME OR OFFENSE INVOLVING MORAL TURPITUDE WHICH WOULD DISQUALIFY HIM AS A DESIGNATED MANAGER,1,N,SOUTHWEST,INITIAL HEARING,4/11/2012,N,5/10/2012,6/19/2012,8/16/2012,9/19/2012,,,,,,,APPROVED AS DESIGNATED MANAGER,,,,,,,,,,
217,CVS PHARMACY 7592,67343,31 W MAIN STREET,RADFORD,VA,24141,UAB; LICENSEE PERMITTED A PERSON TO BE IN CHARGE OF THE BUSINESS AND FAILED TO KEEP THE NAME POSTED,1,N,SOUTHWEST,CONSENT SETTLEMENT,9/10/2012,N,9/26/2012,,,10/22/2012,," $ 2,500.00 ",,,,,,,,,,,,,,,
269,WILCO #612,13067,7455 LEE HIGHWAY,FAIRLAWN,VA,24141,UAB,1,N,SOUTHWEST,CONSENT SETTLEMENT,9/26/2012,N,10/18/2012,,,11/13/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
303,FOOD LION 399,9684,1200 TYLER AVENUE,RADFORD,VA,24141,UAB,1,N,SOUTHWEST,CONSENT SETTLEMENT,9/17/2012,N,10/24/2012,,,12/7/2012,25,,,,,,,,,,,,,,,,
436,MACADOS,40147,510 E MAIN STREET,RADFORD,VA,24141,UAB,1,Y,ROANOKE,CONSENT SETTLEMENT,11/7/2012,N,12/10/2012,,,1/22/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
427,EAGLE EXPRESS,6551,4330 RINER ROAD,RINER,VA,24149,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,11/10/2012,N,12/11/2012,,,1/14/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
197,619 MINUTE MARKET,8409,11498 VIRGIL H. GOODE HWY.,ROCKY MOUNT,VA,24151,UAB,1,Y,ROANOKE,CONSENT SETTLEMENT,9/10/2012,N,9/21/2012,,,10/12/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
91,QUICK WAY #3,52331,50 THOMPSEN MEMORIAL DR,SALEM,VA,24153,UAB,1,N,ROANOKE,INITIAL HEARING,2/23/2011,N,5/10/2012,6/5/2012,7/12/2012,8/14/2012,60," $ 5,000.00 ",15,,,,,,,,,,,,,,
339,FOOD LION 365,9673,50 WILDWOOD ROAD,SALEM,VA,24153,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,9/21/2012,N,11/8/2012,,,12/28/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
476,HANGING ROCK GOLF CLUB,54337,1500 RED LANE EXT,SALEM,VA,24153,UAB,1,Y,ROANOKE,OFFER IN COMPROMISE,9/24/2012,Y,11/8/2012,,,2/7/2013,30,,,,,,MANAGER ATTEND MART,AND RSVP FOR CLERKS,,,,,,,,,
200,BROOKS MILL WINERY,52726,6221 BROOKS MILL WINERY RD,WIRTZ,VA,24184,UAB,1,N,ROANOKE,INITIAL HEARING,5/20/2012,N,7/12/2012,8/22/2012,9/4/2012,10/15/2012,5," $ 1,000.00 ",,,,,,,,,,,,,,,
